Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
14TS,ALL/ALL/ALL,AIRPORT,Y
7TS8,UNATNDD,AIRPORT,Y
62TE,UNATNDD,HELIPORT,Y
16XS,UNATNDD,AIRPORT,Y
4XA3,IREG,AIRPORT,
15TS,ALL/ALL/DALGT,HELIPORT,Y
10X,UNATNDD,AIRPORT,Y
OZA,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
2TS5,UNATNDD,AIRPORT,
91TX,UNATNDD,AIRPORT,Y
PSX,UNATNDD,AIRPORT,Y-L
PSN,ALL/ALL/0800-1700,AIRPORT,Y-L
4TS3,UNATNDD,HELIPORT,Y
4TS4,ALL/ALL/ALL,HELIPORT,Y
3XA4,UNATNDD,HELIPORT,
1E4,UNATNDD,AIRPORT,Y
XA26,UNATNDD,HELIPORT,Y
T45,UNATNDD,AIRPORT,Y-L
4F2,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
42TS,UNATNDD,HELIPORT,Y
3TX1,UNATNDD,AIRPORT,Y
19TE,UNATNDD,HELIPORT,Y-L
TS89,UNATNDD,AIRPORT,Y
WEA,ALL/ALL/0800-1800,AIRPORT,Y-L
TX68,UNATNDD,AIRPORT,Y
TX16,UNATNDD,AIRPORT,
TE43,ALL/ALL/ALL,HELIPORT,Y-L
26TE,UNATNDD,HELIPORT,Y
5TX9,ALL/ALL/ALL,HELIPORT,
TX52,UNATNDD,AIRPORT,Y
XS88,UNATNDD,AIRPORT,
TT12,UNATNDD,AIRPORT,
8XS4,UNATNDD,HELIPORT,N
TX73,UNATTND,HELIPORT,Y
TT46,UNATNDD,AIRPORT,Y
4TA4,UNATNDD,AIRPORT,
29TE,ALL/MON-FRI/DAWN-DUSK,HELIPORT,Y
29TE,ALL/SAT-SUN/DAWN-1200,HELIPORT,Y
LVJ,ALL/ALL/0800-1900,AIRPORT,Y-L
5TA3,UNATNDD,AIRPORT,Y
04XA,UNATNDD,AIRPORT,
0TX1,UNATNDD,AIRPORT,Y-L
07TX,ALL/ALL/0800-1600,HELIPORT,Y
PEQ,ALL/ALL/ALL,AIRPORT,Y-L
TS47,UNATNDD,AIRPORT,
5TE4,UNATNDD,AIRPORT,Y
AFW,ALL/ALL/ALL,AIRPORT,Y-L
PPA,ALL/ALL/0700-1900,AIRPORT,Y-L
4TA8,UNATNDD,AIRPORT,Y
PYX,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
PYX,ALL/SUN/1300-1700,AIRPORT,Y-L
TA64,UNATNDD,AIRPORT,
08XS,UNATNDD,AIRPORT,Y
20TX,UNATNDD,HELIPORT,Y-L
6XS4,UNATNDD,AIRPORT,Y
4XS0,UNATNDD,AIRPORT,Y
46TX,UNATNDD,AIRPORT,Y
TA01,UNATNDD,AIRPORT,Y
2TE5,UNATNDD,AIRPORT,
XS91,UNATNDD,AIRPORT,Y
TE10,UNATNDD,AIRPORT,Y
72TA,UNATNDD,AIRPORT,
T24,UNATNDD,AIRPORT,Y-L
16TS,ALL/MON-FRI/0800-1800,AIRPORT,Y
3TE9,ALL/ALL/0700-1800,AIRPORT,Y
1XS8,UNATNDD,AIRPORT,Y
TX41,UNATNDD,AIRPORT,
09TS,UNATNDD,AIRPORT,
60TX,UNATNDD,AIRPORT,Y
9TA4,UNATNDD,HELIPORT,N
89TE,UNATNDD,HELIPORT,Y
XA37,UNATNDD,HELIPORT,
PEZ,UNATNDD,AIRPORT,Y-L
47TA,ALL/MON-FRI/0800-1700,AIRPORT,Y
04TX,UNATNDD,AIRPORT,Y
T48,UNATNDD,AIRPORT,Y
33XA,UNATNDD,AIRPORT,
43TE,UNATNDD,HELIPORT,Y
24TE,UNATNDD,HELIPORT,Y
TX53,ALL/ALL/ALL,HELIPORT,Y
XS08,IREG,AIRPORT,N
7XS0,UNATNDD,AIRPORT,Y
4TE1,UNATNDD,AIRPORT,Y
XA10,UNATNDD,ULTRALIGHT,Y
80TA,UNATNDD,HELIPORT,Y
PIL,ALL/ALL/0800-1700,AIRPORT,Y
TX02,ALL/ALL/ALL,AIRPORT,Y
F35,UNATNDD,AIRPORT,Y-L
5F1,ALL/ALL/INTMNT,AIRPORT,Y-L
76TA,UNATNDD,AIRPORT,
TA19,IREG,AIRPORT,Y
81XS,UNATNDD,HELIPORT,N
57TE,UNATNDD,AIRPORT,Y
4TA0,UNATNDD,AIRPORT,Y
TA88,ALL/MON-FRI/0800-1800,HELIPORT,Y
XA53,UNATNDD,HELIPORT,Y
13XS,UNATNDD,HELIPORT,Y-L
PRS,ALL/MON-FRI/0800-1600,AIRPORT,Y-L
XS23,UNATNDD,AIRPORT,N
99TE,UNATNDD,AIRPORT,Y
TS84,MAR-NOV/MON-SAT/0800-DUSK,AIRPORT,
16X,UNATNDD,AIRPORT,Y
XA0,UNATNDD,AIRPORT,Y
7TX1,ALL/ALL/ALL,HELIPORT,Y
11TS,ALL/ALL/IREG,AIRPORT,Y
TA44,UNATNDD,AIRPORT,Y
TE20,UNATNDD,HELIPORT,
TA78,UNATNDD,AIRPORT,N
2TA6,ALL/ALL/ALL,AIRPORT,Y-L
17XS,UNATNDD,AIRPORT,Y
XA35,UNATNDD,HELIPORT,Y
F01,ALL/ALL/DALGT,AIRPORT,Y-L
7TA3,UNATNDD,AIRPORT,Y
61XA,UNATNDD,AIRPORT,
6TS8,UNATNDD,AIRPORT,
XS66,ALL/ALL/DALGT,AIRPORT,Y
5TA2,UNATNDD,AIRPORT,Y
3TX9,ALL/ALL/ALL,AIRPORT,Y
TA00,UNATNDD,AIRPORT,
83TA,UNATNDD,AIRPORT,
F46,ALL/ALL/0800-DUSK,AIRPORT,Y
78TA,UNATNDD,AIRPORT,Y
88XS,UNATNDD,AIRPORT,Y
TE32,UNATNDD,AIRPORT,Y
TS94,UNATNDD,AIRPORT,Y
XS44,UNATNDD,AIRPORT,Y
08TA,UNATNDD,HELIPORT,Y
TA58,ALL/ALL/ALL,AIRPORT,Y
TA35,UNATNDD,AIRPORT,
TA62,UNATTND,AIRPORT,
9XS9,UNATNDD,AIRPORT,Y
RND,ALL/MON-FRI/1300-0100Z++,AIRPORT,
SEQ,ALL/MON-FRI/SR-SS,AIRPORT,
TA68,UNATNDD,AIRPORT,
F23,ALL/ALL/DALGT,AIRPORT,Y
49F,UNATNDD,AIRPORT,Y
57TS,UNATNDD,AIRPORT,Y
5TE1,ALL/ALL/DALGT,AIRPORT,Y
1TE7,UNATNDD,AIRPORT,Y
2TX2,UNATNDD,AIRPORT,N
E41,UNATNDD,AIRPORT,Y-L
49R,UNATNDD,AIRPORT,Y
TX66,ALL/ALL/ALL,AIRPORT,Y
TE34,UNATNDD,AIRPORT,Y
26TA,UNATNDD,HELIPORT,Y
2XA6,UNATNDD,HELIPORT,Y
TX18,ALL/MON-FRI/0700-1730,HELIPORT,Y
1XS4,ALL,AIRPORT,Y
71XA,UNATNDD,AIRPORT,Y
TS76,UNATNDD,AIRPORT,Y
52TA,UNATNDD,AIRPORT,Y
94TA,ALL/ALL/ALL,AIRPORT,Y
9XS7,UNATNDD,AIRPORT,Y
8XS8,UNATNDD,AIRPORT,
82TE,UNATTND,AIRPORT,Y
42TA,UNATNDD,HELIPORT,
5TE7,UNATNDD,AIRPORT,Y
2TE1,ALL/ALL/ALL,HELIPORT,Y
80TX,IREG,AIRPORT,Y
70XS,UNATNDD,AIRPORT,Y
8TS1,ALL/ALL/0800-2000,AIRPORT,Y
91TA,UNATNDD,AIRPORT,Y
TX62,UNATNDD,AIRPORT,
T76,UNATNDD,AIRPORT,N
TE33,UNATNDD,AIRPORT,
TA39,ALL/ALL/ALL,HELIPORT,Y-L
TA47,ALL/ALL/ALL,AIRPORT,Y
XA23,UNATNDD,AIRPORT,Y
XA40,UNATNDD,HELIPORT,
TA99,UNATNDD,HELIPORT,
69XA,UNATNDD,AIRPORT,Y
8TE1,UNATNDD,AIRPORT,Y
AMA,ALL/ALL/ALL,AIRPORT,Y-L
XA94,UNATNDD,HELIPORT,Y
67R,UNATNDD,AIRPORT,Y-L
1TA8,UNATTND,AIRPORT,
TS04,UNATNDD,AIRPORT,Y
94TX,UNATNDD,AIRPORT,Y
H81,UNATNDD,AIRPORT,Y
TS27,UNATNDD,AIRPORT,Y
1TE9,UNATNDD,AIRPORT,
8TS8,UNATNDD,AIRPORT,Y
95TS,UNATNDD,AIRPORT,Y
GRK,ALL/ALL/ALL,AIRPORT,Y
66R,UNATNDD,AIRPORT,Y-L
0TE0,UNATNDD,AIRPORT,N
52TE,UNATNDD,AIRPORT,Y
TX81,ALL/MON-FRI/0800-1600,AIRPORT,Y
TX71,UNATNDD,AIRPORT,
78TE,UNATNDD,AIRPORT,Y
75XA,UNATNDD,AIRPORT,
6TA0,UNATNDD,AIRPORT,Y
T14,ALL/ALL/INTMNT,AIRPORT,Y
32TX,UNATNDD,AIRPORT,
9TE6,UNATNDD,AIRPORT,Y
TE95,UNATNDD,HELIPORT,Y
TA53,UNATNDD,AIRPORT,Y
0XS1,UNATNDD,AIRPORT,
T20,UNATNDD,AIRPORT,Y-L
9TA3,UNATNDD,AIRPORT,Y
2XA9,ALL/ALL/ALL,HELIPORT,
3TE7,UNATNDD,HELIPORT,Y
RFG,ALL/ALL/0800-1700,AIRPORT,Y
10TT,UNATNDD,AIRPORT,Y
59TS,IREG,AIRPORT,Y-L
TX11,UNATNDD,AIRPORT,Y
TT66,UNATNDD,AIRPORT,
75XS,UNATNDD,AIRPORT,Y
23TA,UNATNDD,AIRPORT,Y
96TA,UNATNDD,HELIPORT,Y-L
E01,ALL/ALL/0700-1700,AIRPORT,Y-L
TS21,UNATNDD,AIRPORT,
TE44,UNATNDD,AIRPORT,
TX39,UNATNDD,AIRPORT,Y
09TE,UNATNDD,AIRPORT,Y
RFI,ALL/ALL/0800-1700,AIRPORT,Y-L
2TX1,ALL/ALL/DALGT,AIRPORT,Y
TX19,UNATNDD,AIRPORT,N
8XS9,UNATNDD,AIRPORT,Y
4TS8,UNATNDD,AIRPORT,Y
85TX,UNATNDD,AIRPORT,Y
6XS0,UNATNDD,HELIPORT,Y
54T,ALL/MON-FRI/0800-1800,AIRPORT,Y
7TX7,UNATNDD,AIRPORT,N
41XA,UNATNDD,HELIPORT,Y-L
7XA2,UNATNDD,AIRPORT,Y
2TX,UNATNDD,AIRPORT,Y
07TA,ALL/ALL/ALL,AIRPORT,Y-L
SJT,ALL/ALL/0600-2200,AIRPORT,Y-L
SAT,ALL/ALL/ALL,AIRPORT,Y-L
78R,UNATNDD,AIRPORT,Y-L
XS71,UNATNDD,AIRPORT,Y
TX75,UNATNDD,AIRPORT,Y-L
27TX,UNATNDD,AIRPORT,
73TX,UNATNDD,AIRPORT,Y
TX47,UNATNDD,AIRPORT,Y
8T8,UNATNDD,AIRPORT,Y
21TS,ALL/ALL/ALL,HELIPORT,
XS67,UNATNDD,AIRPORT,Y
8XS5,UNATNDD,HELIPORT,
HYI,ALL/ALL/SR-SS,AIRPORT,Y-L
97TX,UNATNDD,AIRPORT,Y
38XS,UNATNDD,AIRPORT,Y
81R,UNATNDD,AIRPORT,Y-L
0TE5,UNATNDD,AIRPORT,
XS81,UNATNDD,HELIPORT,Y
TE23,UNATNDD,HELIPORT,Y
XS78,UNATNDD,AIRPORT,
8TX4,UNATNDD,HELIPORT,Y
GLS,ALL/ALL/0600-2000,AIRPORT,Y-L
TA28,UNATNDD,AIRPORT,
31TX,UNATNDD,AIRPORT,Y
88TE,UNATNDD,AIRPORT,
93XA,UNATNDD,AIRPORT,
40TX,ALL/ALL/ALL,HELIPORT,Y
XS73,UNATNDD,HELIPORT,
59XS,ALL/ALL/ALL,HELIPORT,Y-L
XS80,UNATNDD,AIRPORT,
4XS5,UNATNDD,AIRPORT,Y
XS77,UNATNDD,AIRPORT,Y
5TA9,UNATNDD,AIRPORT,Y
TT97,UNATNDD,AIRPORT,Y
XS51,UNATNDD,AIRPORT,Y
02XS,UNATNDD,AIRPORT,Y
39TE,ALL/MON-SAT/DALGT,AIRPORT,Y
95XS,UNATNDD,"SEAPLANE BASE",
29XA,ALL/ALL/ALL,HELIPORT,
32TS,ALL/ALL/ALL,HELIPORT,Y
28TS,ALL/ALL/ALL,HELIPORT,Y
01XA,ALL/ALL/ALL,HELIPORT,Y
0XA4,UNATNDD,AIRPORT,Y
16TA,UNATNDD,AIRPORT,Y
60F,UNATNDD,AIRPORT,Y-L
88TT,UNATNDD,AIRPORT,Y
2TA0,UNATNDD,AIRPORT,Y
2F1,UNATNDD,AIRPORT,Y-L
TX0,UNATNDD,AIRPORT,Y
03TS,ALL/ALL/ALL,HELIPORT,Y
TE28,ALL/ALL/ALL,HELIPORT,Y
TS83,UNATNDD,HELIPORT,Y
XA69,UNATNDD,HELIPORT,Y
SPS,ALL/ALL/ALL,AIRPORT,Y-L
XS54,UNATNDD,HELIPORT,
TS10,UNATNDD,HELIPORT,
TA04,ALL/ALL/ALL,HELIPORT,Y
SWI,ALL/ALL/0800-1700,AIRPORT,Y-L
0TX5,UNATNDD,AIRPORT,Y
44TE,UNATNDD,AIRPORT,Y
53TA,UNATNDD,AIRPORT,N
2TS2,UNATNDD,AIRPORT,Y
5TS0,UNATNDD,HELIPORT,Y
8TA5,IREG,AIRPORT,Y
TX44,UNATNDD,HELIPORT,
27TE,UNATNDD,HELIPORT,
19TS,UNATNDD,AIRPORT,
79XS,UNATNDD,AIRPORT,N
TS36,UNATNDD,AIRPORT,
3TX3,UNATNDD,AIRPORT,Y
33XS,UNATNDD,HELIPORT,
6TE0,UNATNDD,AIRPORT,Y
3TE6,UNATNDD,AIRPORT,Y
2XS4,UNATNDD,AIRPORT,Y
99XA,UNATNDD,AIRPORT,Y
1XA1,UNATNDD,AIRPORT,Y
37XA,UNATNDD,AIRPORT,Y
1XS2,UNATNDD,AIRPORT,
XS68,UNATNDD,AIRPORT,Y
ILE,ALL/ALL/0800-1800,AIRPORT,Y-L
6TA1,ALL/ALL/0800-1800,HELIPORT,Y
7TA6,UNATTND,AIRPORT,
T79,IREG,AIRPORT,Y
7T7,ALL/ALL/DAWN-DUSK,AIRPORT,Y
4TX0,UNATNDD,AIRPORT,Y
86TA,ALL/ALL/ALL,AIRPORT,Y
10TX,UNATNDD,HELIPORT,N
E34,UNATNDD,AIRPORT,Y-L
TX51,UNATNDD,AIRPORT,N
XA51,UNATNDD,AIRPORT,
78XS,ALL/ALL/0800-1700,AIRPORT,Y
TE81,UNATNDD,AIRPORT,Y
0TA2,UNATNDD,AIRPORT,Y
01TE,ALL/MON-SAT/0800-1800,AIRPORT,Y
TS14,ALL/ALL/ALL,AIRPORT,Y
14TE,UNATNDD,AIRPORT,Y
84R,ALL/MON-SAT/0900-1700,AIRPORT,Y-L
09TX,UNATNDD,AIRPORT,Y
89TA,ALL/SAT-SUN/1000-1700,GLIDERPORT,Y
26XA,ALL/ALL/ALL,HELIPORT,Y
2XA5,UNATNDD,AIRPORT,
91TS,UNATNDD,AIRPORT,Y
SOA,UNATNDD,AIRPORT,Y-L
39TX,ALL/ALL/0800-1700,HELIPORT,Y
22TX,UNTANDD,HELIPORT,Y-L
0XS5,UNATNDD,HELIPORT,Y
TX55,UNATNDD,HELIPORT,N
78TS,ALL/ALL/ALL,HELIPORT,Y
EBG,ALL/ALL/0800-1700,AIRPORT,Y-L
0XS3,UNATNDD,HELIPORT,Y-L
HDO,ALL/MON-FRI/0730-1700,AIRPORT,Y-L
TX58,ALL/MON-FRI/0800-1700,HELIPORT,Y
TX69,ALL/ALL/ALL,HELIPORT,Y
T96,UNATNDD,AIRPORT,Y
6TA8,UNATNDD,AIRPORT,Y
XA07,UNATNDD,AIRPORT,Y
88R,IREG,AIRPORT,Y
45TA,UNATNDD,HELIPORT,Y
TE04,UNATNDD,AIRPORT,Y
27XS,ALL/ALL/ALL,AIRPORT,Y
TE53,UNATNDD,HELIPORT,Y
79TX,UNATNDD,AIRPORT,Y
48XA,UNATNDD,AIRPORT,
3TA6,UNATNDD,AIRPORT,Y
TS63,IREG,AIRPORT,Y
4TE9,UNATNDD,AIRPORT,Y
4TX2,UNATNDD,AIRPORT,Y
TE93,UNATNDD,HELIPORT,Y
XS62,UNATNDD,AIRPORT,
6TS4,IREG,AIRPORT,
3TE5,UNATNDD,AIRPORT,Y
2TE8,UNATNDD,AIRPORT,Y
63F,UNATNDD,AIRPORT,Y
TX03,ALL/IREG/DALGT,AIRPORT,Y
95TE,UNATNDD,HELIPORT,Y
TE94,ALL/MON-FRI/0800-1700,HELIPORT,Y
87TS,UNATNDD,HELIPORT,Y
3XS5,IREG,AIRPORT,Y
4TS6,UNATNDD,HELIPORT,Y
TS49,UNATNDD,HELIPORT,Y
TX20,UNATNDD,AIRPORT,Y
38TS,UNATNDD,HELIPORT,Y
BKD,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
SEP,ALL/SAT/0900-1330,AIRPORT,Y-L
SEP,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
10XA,ALL/ALL/DAWN-DUSK,AIRPORT,Y
SSF,ALL/ALL/0700-2200,AIRPORT,Y-L
XS92,UNATNDD,HELIPORT,Y-L
82TX,UNATNDD,HELIPORT,Y-L
XA67,UNATNDD,HELIPORT,Y
20XA,UNATNDD,HELIPORT,Y
5XS1,ALL/ALL/ALL,HELIPORT,Y
74TS,ALL/ALL/ALL,HELIPORT,Y
8TX5,UNATNDD,HELIPORT,Y
XA72,UNATNDD,AIRPORT,Y
8TS5,ALL/ALL/0600-1800,AIRPORT,Y
55TX,UNATNDD,AIRPORT,Y
T60,UNATNDD,AIRPORT,Y-L
7TE6,UNATNDD,AIRPORT,Y
6TX9,UNATNDD,AIRPORT,Y
7TS6,ALL/ALL/0600-DUSK,HELIPORT,Y
8TS9,UNATNDD,AIRPORT,
H70,UNATNDD,AIRPORT,Y-L
4XS8,UNATNDD,HELIPORT,Y
TS73,UNATNDD,AIRPORT,Y
9XS6,ALL/ALL/0700-1900,AIRPORT,Y
T32,ALL/ALL/ALL,AIRPORT,Y
1TS5,UNATNDD,HELIPORT,Y
SGR,ALL/ALL/0500-2300,AIRPORT,Y-L
SLR,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
SLR,"ALL/SUN/BY REQUEST",AIRPORT,Y-L
7TS3,UNATTND,AIRPORT,
X43,IREG,AIRPORT,Y-L
2KL,UNATNDD,AIRPORT,Y-L
TA18,ALL/SAT-SUN/ALL,AIRPORT,Y
TS60,ALL/MON-FRI/0800-1700,HELIPORT,Y
00XS,UNATNDD,HELIPORT,Y
9F9,ALL/ALL/0900-1700,AIRPORT,Y
XS13,UNATNDD,AIRPORT,Y
58TX,ALL/ALL/0700-1900,AIRPORT,Y
2XA7,IREG,AIRPORT,
1XA6,ALL/ALL/DAWN-DUSK,AIRPORT,Y
XA42,UNATNDD,AIRPORT,Y
TX48,UNATNDD,AIRPORT,Y
79TS,UNATNDD,AIRPORT,Y
T34,ALL/MON-FRI/0800-1700,HELIPORT,
9TE4,IREG,AIRPORT,Y-L
6X0,UNATNDD,AIRPORT,Y
26XS,UNATNDD,AIRPORT,Y
4TE4,UNATNDD,AIRPORT,Y
TE72,UNATNDD,AIRPORT,Y
T74,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
9TA8,UNATNDD,AIRPORT,
2F4,IREG,AIRPORT,Y-L
00TE,UNATNDD,HELIPORT,Y
9F5,UNATNDD,HELIPORT,Y
43XS,UNATNDD,HELIPORT,Y
68F,UNATNDD,AIRPORT,Y-L
4XS2,ALL/ALL/DALGT,AIRPORT,Y
TS53,ALL/M-F/0800-1700,HELIPORT,
8TE0,UNATNDD,AIRPORT,Y
88XA,UNATNDD,AIRPORT,
29XS,ALL/ALL/0730-2200,HELIPORT,N
31TE,UNATNDD,HELIPORT,Y
TS91,UNATNDD,HELIPORT,
1E2,UNATTENDED,AIRPORT,Y
TA71,UNATNDD,HELIPORT,N
6R6,ALL/MON-FRI/INTMNT,AIRPORT,Y-L
TRL,ALL/ALL/0800-2000,AIRPORT,Y-L
BFE,UNATNDD,AIRPORT,Y-L
83TX,ALL/MON-FRI/0800-1700,AIRPORT,N
0TA1,ALL/ALL/ALL,HELIPORT,Y
3TE2,UNATNDD,HELIPORT,N
3TX0,UNATNDD,HELIPORT,
59XA,ALL/ALL/0800-1700,HELIPORT,
LBX,ALL/MON-FRI/0630-1830,AIRPORT,Y-L
LBX,ALL/SAT-SUN/0800-1830,AIRPORT,Y-L
56XA,UNATNDD,HELIPORT,Y
XA64,UNATNDD,HELIPORT,Y
0TA3,ALL/ALL/ALL,HELIPORT,
37TA,UNATNDD,HELIPORT,Y-L
TX50,ALL/ALL/ALL,HELIPORT,Y-L
35TA,UNATNDD,HELIPORT,Y-L
65TA,ALL/ALL/ALL,HELIPORT,Y
64TA,ALL/ALL/ALL,HELIPORT,Y
8TA7,ALL/ALL/ALL,HELIPORT,Y
4TA9,ALL/ALL/ALL,HELIPORT,Y
XA55,ALL/ALL/ALL,HELIPORT,Y
8TA4,ALL/ALL/ALL,HELIPORT,Y
23TE,ALL/ALL/ALL,HELIPORT,Y
TE22,ALL/ALL/ALL,HELIPORT,
TA57,ALL/ALL/ALL,AIRPORT,Y
0TE8,"RACE TIME ONLY",HELIPORT,Y
0TE9,"RACE TIME ONLY",HELIPORT,Y
16XA,UNATNDD,HELIPORT,Y
TS33,ALL/MON-FRI/DALGT,HELIPORT,Y
63TS,UNATNDD,HELIPORT,Y
TX08,UNATNDD,HELIPORT,Y
TT62,UNATNDD,HELIPORT,Y
T91,UNATNDD,AIRPORT,Y
23TX,UNATNDD,AIRPORT,Y
90TE,UNATNDD,AIRPORT,Y
TS26,UNATNDD,HELIPORT,
9XS1,UNATNDD,AIRPORT,
66TE,UNATNDD,AIRPORT,Y
2TA2,UNATNDD,HELIPORT,Y-L
TA83,UNATNDD,HELIPORT,Y
TX76,UNATNDD,HELIPORT,Y
01TA,UNATNDD,HELIPORT,Y
TX74,UNATNDD,AIRPORT,Y
1TA7,ALL/MON-FRI/0800-1700,AIRPORT,Y
XA33,UNATNDD,AIRPORT,
9TE3,ALL/ALL/DAWN-DUSK,AIRPORT,N
80XS,UNATNDD,AIRPORT,
98XA,UNATNDD,AIRPORT,Y
72F,UNATNDD,AIRPORT,Y
95TA,UNATNDD,AIRPORT,Y
24TX,UNATNDD,AIRPORT,N
XA47,UNATNDD,AIRPORT,
TX60,UNATNDD,HELIPORT,Y
60TE,UNATNDD,AIRPORT,Y
2TS3,UNATNDD,AIRPORT,Y
XA16,UNATNDD,AIRPORT,Y
97XS,UNATNDD,AIRPORT,Y
3TA4,UNATNDD,AIRPORT,Y
2TS1,UNATNDD,HELIPORT,Y-L
50TS,ALL/ALL/DALGT,HELIPORT,Y
5XS0,UNATNDD,ULTRALIGHT,Y
TS52,UNATNDD,HELIPORT,Y
XA24,UNATNDD,HELIPORT,Y
XS18,UNATNDD,AIRPORT,N
XA93,UNATNDD,AIRPORT,Y
1TA0,UNATNDD,HELIPORT,Y
84TS,UNATNDD,HELIPORT,
15XS,UNATNDD,AIRPORT,
9TS9,UNATNDD,HELIPORT,Y
TDW,ALL/ALL/0700-2200,AIRPORT,Y-L
8TE8,APR-OCT/MON-SAT/0700-1900,AIRPORT,Y
XS86,ALL/SAT-SUN/0900-1700,AIRPORT,Y
TS31,UNATNDD,HELIPORT,Y
TA16,UNATNDD,AIRPORT,Y
61TX,UNATNDD,AIRPORT,Y
92XS,UNATNDD,AIRPORT,Y
2TA3,UNATNDD,AIRPORT,N
48TX,UNATNDD,AIRPORT,Y
XS58,IREG,AIRPORT,Y
30TA,UNATNDD,AIRPORT,N
TA82,UNATNDD,AIRPORT,Y
57TA,UNATNDD,HELIPORT,Y-L
35X,UNATNDD,AIRPORT,Y
42XS,UNATNDD,AIRPORT,
TE58,UNATNDD,AIRPORT,
6TS0,UNATNDD,AIRPORT,Y
XS35,UNATNDD,AIRPORT,Y
83XA,UNATNDD,AIRPORT,
TA11,ALL/SAT-SUN-THRU/1000-DUSK,GLIDERPORT,Y
XS01,UNATNDD,AIRPORT,Y
33TX,UNATNDD,HELIPORT,
CNW,ALL/ALL/0700-1800,AIRPORT,Y-L
TA31,IREG,AIRPORT,Y
9TE0,UNATNDD,AIRPORT,Y
T94,UNATNDD,AIRPORT,Y
0TX7,UNATTND,AIRPORT,Y
1TA5,ALL/MON-FRI/0800-1700,AIRPORT,Y
X65,ALL/MON-FRI/0800-1700,AIRPORT,Y
09R,UNATNDD,AIRPORT,Y-L
TE19,ALL/ALL/ALL,HELIPORT,Y
TYR,ALL/ALL/0500-2200,AIRPORT,Y-L
0TS4,UNATNDD,AIRPORT,
0TS2,UNATNDD,ULTRALIGHT,Y
XS85,IREG,HELIPORT,Y
TA41,ALL/ALL/ALL,HELIPORT,Y
TA79,ALL/ALL/ALL,HELIPORT,Y
5TS1,UNATNDD,AIRPORT,Y
9TA7,ALL/ALL/ALL,HELIPORT,Y
9TS7,ALL/ALL/ALL,HELIPORT,Y
TA32,ALL/ALL/ALL,HELIPORT,Y
E48,UNATNDD,AIRPORT,Y-L
70TX,UNATNDD,HELIPORT,Y
TX57,ALL/ALL/ALL,HELIPORT,
TX17,UNATNDD,HELIPORT,
0TX3,ALL/ALL/ALL,HELIPORT,Y
TS72,UNATNDD,HELIPORT,
XA27,UNATNDD,HELIPORT,Y-L
XA50,UNATNDD,HELIPORT,Y
5TX7,ALL/ALL/ALL,HELIPORT,Y
60TA,UNATNDD,HELIPORT,Y
68XA,UNATNDD,AIRPORT,Y
45TT,UNATNDD,HELIPORT,Y-L
38TX,ALL/ALL/ALL,HELIPORT,Y-L
TA80,UNATNDD,AIRPORT,Y
2XS9,UNATNDD,HELIPORT,Y
TA37,UNATNDD,AIRPORT,Y-L
49TX,ALL/ALL/ALL,HELIPORT,Y
TS68,ALL/ALL/ALL,HELIPORT,Y
HRL,ALL/ALL/0600-0000,AIRPORT,Y-L
9F1,UNATNDD,AIRPORT,
41TE,UNATNDD,HELIPORT,Y-L
TE76,UNATNDD,AIRPORT,Y
13TS,UNATNDD,AIRPORT,Y
76F,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
13TE,IREG,AIRPORT,Y
74TA,UNATNDD,HELIPORT,Y
5TA7,UNATTND,HELIPORT,Y
TA89,UNATNDD,AIRPORT,Y
XS76,UNATNDD,AIRPORT,Y
4TA2,UNATTND,AIRPORT,
5XA9,UNATNDD,AIRPORT,Y
75TS,UNATNDD,AIRPORT,Y
04TE,UNATNDD,HELIPORT,
VCT,ALL/SUN/0600-1800,AIRPORT,Y-L
VCT,ALL/SAT/0600-2000,AIRPORT,Y-L
VCT,ALL/MON-FRI/0600-2000,AIRPORT,Y-L
1TA2,UNATNDD,AIRPORT,Y
6X8,UNATNDD,AIRPORT,N
84TE,UNATNDD,AIRPORT,Y
ACT,ALL/ALL/0430-2400,AIRPORT,
64XS,ALL/ALL/ALL,HELIPORT,Y
TS43,ALL/ALL/ALL,HELIPORT,
27TS,UNATNDD,HELIPORT,Y
NWL,ALL/MON-FRI/1330Z++-SS,AIRPORT,Y
38XA,ALL/ALL/0700-1900,AIRPORT,Y
TS41,UNATNDD,AIRPORT,
4TA1,ALL/MON-FRI/0900-1700,AIRPORT,Y
1TT1,UNATNDD,HELIPORT,Y-L
TS32,UNATNDD,HELIPORT,
78XA,UNATNDD,AIRPORT,
7XS3,ALL/ALL/ALL,AIRPORT,Y
XS07,UNATNDD,AIRPORT,
7TA5,UNATNDD,AIRPORT,
8TX8,UNATNDD,AIRPORT,
XS14,UNATNDD,AIRPORT,
00XA,UNATNDD,AIRPORT,Y
TE13,UNATNDD,AIRPORT,Y
TS24,ALL/M-F/0700-2000,HELIPORT,Y-L
IWS,ALL/ALL/ALL,AIRPORT,Y-L
