airport_numbers,location,elevation,variation,from_city,time_zone,zipcode,airport_use,activation_date,control_tower,artcc,fss,attendance,fueltype,parking,ownership1,ownership2,runway
SFM,"43-23-37.7000N 070-42-28.8000W
43-23.628333N 070-42.480000W
43.3938056,-70.7080000
(estimated)",244.1 ft. / 74.4 m (surveyed),17W (1990),"4 miles SE of SANFORD, ME",UTC -5 (UTC -4 during Daylight Saving Time),04073,Open to the public,04/1940,no,BOSTON CENTER,BANGOR FLIGHT SERVICE STATION,"OCT-MAY 0700-1700, JUN-SEPT 0700-1900",100LL JET-A MOGAS,,6389 x 100 ft. / 1947 x 30 m,4999 x 100 ft. / 1524 x 30 m,Runway 7/25
SFO,"37-37-07.7000N 122-22-31.5000W
37-37.128333N 122-22.525000W
37.6188056,-122.3754167
(estimated)",13.1 ft. / 4.0 m (surveyed),14E (2015),"8 miles SE of SAN FRANCISCO, CA",UTC -8 (UTC -7 during Daylight Saving Time),94128,Open to the public,04/1940,yes,OAKLAND CENTER,OAKLAND FLIGHT SERVICE STATION,CONTINUOUS,11870 x 200 ft. / 3618 x 61 m,hangars,11381 x 200 ft. / 3469 x 61 m,8650 x 200 ft. / 2637 x 61 m,Runway 10L/28R
SGF,"37-14-44.4000N 093-23-19.1000W
37-14.740000N 093-23.318333W
37.2456667,-93.3886389
(estimated)",1268.3 ft. / 386.6 m (surveyed),03E (2000),"5 miles NW of SPRINGFIELD, MO",UTC -6 (UTC -5 during Daylight Saving Time),65803,Open to the public,yes,KANSAS CITY CENTER,COLUMBIA FLIGHT SERVICE STATION,SGF (NOTAM-D service available),2268.3 ft. MSL,8000 x 150 ft. / 2438 x 46 m,hangars and tiedowns,7003 x 150 ft. / 2135 x 46 m,Publicly-owned,Runway 14/32
SGS,"44-51-25.7000N 093-01-58.3000W
44-51.428333N 093-01.971667W
44.8571389,-93.0328611
(estimated)",821 ft. / 250.2 m (surveyed),00E (2015),"2 miles S of SOUTH ST PAUL, MN",UTC -6 (UTC -5 during Daylight Saving Time),55076,Open to the public,10/1941,no,MINNEAPOLIS CENTER,PRINCETON FLIGHT SERVICE STATION,"MON-SAT 0830-1700, ALL SUN 0830-1530",4002 x 100 ft. / 1220 x 30 m,hangars and tiedowns,Publicly-owned,  ,Runway 16/34
SGT,"34-35-58.1227N 091-34-30.0010W
34-35.968712N 091-34.500017W
34.5994785,-91.5750003
(estimated)",224.4 ft. / 68.4 m (surveyed),02E (2000),"7 miles N of STUTTGART, AR",UTC -6 (UTC -5 during Daylight Saving Time),72160,Open to the public,10/1943,no,MEMPHIS CENTER,JONESBORO FLIGHT SERVICE STATION,"NOV-JAN 0800-2000, FEB-OCT MON-FRI 0800-1600","100LL JET-A
100LL:100LL AVBL 24 HRS SELF-SERVE WITH CREDIT CARD. FOR FUEL NIGHTS CALL 870-672-2005.",,6015 x 100 ft. / 1833 x 30 m,5002 x 150 ft. / 1525 x 46 m,Runway 18/36
SGU,"37-02-10.9610N 113-30-37.0900W
37-02.182683N 113-30.618167W
37.0363781,-113.5103028
(estimated)",2883.6 ft. / 878.9 m (surveyed),12E (2010),"5 miles SE of ST GEORGE, UT",UTC -7 (UTC -6 during Daylight Saving Time),84790,Open to the public,01/2011,no,LOS ANGELES CENTER,CEDAR CITY FLIGHT SERVICE STATION,0600-2400,100LL JET-A,,9300 x 150 ft. / 2835 x 46 m,Publicly-owned,Runway 1/19
SHR,"44-46-09.1000N 106-58-49.0000W
44-46.151667N 106-58.816667W
44.7691944,-106.9802778
(estimated)",4021.1 ft. / 1225.6 m (surveyed),10E (2020),"2 miles SW of SHERIDAN, WY",UTC -7 (UTC -6 during Daylight Saving Time),82801,Open to the public,10/1937,no,SALT LAKE CITY CENTER,CASPER FLIGHT SERVICE STATION,"DAYLIGHT HOURS
CONDS NOT MONITORED AT NGT AFT THE LAST ACR ARR TIL 0500L. SEE NOTAMS FOR THE MOST UP-TO-DATE CONDS AND UPDTS.",8301 x 100 ft. / 2530 x 30 m,hangars and tiedowns,5039 x 75 ft. / 1536 x 23 m,Publicly-owned,Runway 15/33
SHV,"32-26-47.4550N 093-49-33.7440W
32-26.790917N 093-49.562400W
32.4465153,-93.8260400
(estimated)",257.6 ft. / 78.5 m (surveyed),02E (2020),"4 miles SW of SHREVEPORT, LA",UTC -6 (UTC -5 during Daylight Saving Time),71109,Open to the public,08/1952,yes,FORT WORTH CENTER,DE RIDDER FLIGHT SERVICE STATION,CONTINUOUS,100LL JET-A,,8348 x 200 ft. / 2544 x 61 m,7003 x 150 ft. / 2135 x 46 m,Runway 14/32
SIK,"36-53-56.0000N 089-33-42.3000W
36-53.933333N 089-33.705000W
36.8988889,-89.5617500
(estimated)",314.8 ft. / 96.0 m (surveyed),02W (2015),"2 miles NE of SIKESTON, MO",UTC -6 (UTC -5 during Daylight Saving Time),63801,Open to the public,04/1940,no,MEMPHIS CENTER,SAINT LOUIS FLIGHT SERVICE STATION,0800-1700,"100LL JET-A
100LL:24-HR AUTOMATIC CREDIT CARD FUELING SYSTEM FOR 100LL.",,5502 x 100 ft. / 1677 x 30 m,Publicly-owned,Runway 3/21
SIT,"57-02-48.6037N 135-21-39.8473W
57-02.810062N 135-21.664122W
57.0468344,-135.3610687
(estimated)",26.5 ft. / 8 m (estimated),20E (2015),UTC -9 (UTC -8 during Daylight Saving Time),99835,nan,Open to the public,12/1969,no,ANCHORAGE CENTER,SITKA FLIGHT SERVICE STATION (on field) [907-966-2221],SIT (NOTAM-D service available),"100 JET-A1+
100:FOR FUEL AFT HRS CTC UNICOM FREQ 122.95 OR 907-747-7222.",,7200 x 150 ft. / 2195 x 46 m,Publicly-owned,Runway 11/29
SIY,"41-46-53.2000N 122-28-05.2000W
41-46.886667N 122-28.086667W
41.7814444,-122.4681111
(estimated)",2651.1 ft. / 808.1 m (surveyed),19E (1975),"3 miles NE of MONTAGUE, CA",UTC -8 (UTC -7 during Daylight Saving Time),96064,Open to the public,09/1943,no,SEATTLE CENTER,RANCHO MURIETA FLIGHT SERVICE STATION,0800-1700,A,,7490 x 150 ft. / 2283 x 46 m,Publicly-owned,Runway 17/35
SJC,"37-21-46.7810N 121-55-43.0340W
37-21.779683N 121-55.717233W
37.3629947,-121.9286206
(estimated)",62.2 ft. / 19.0 m (surveyed),13E (2020),"2 miles NW of SAN JOSE, CA",UTC -8 (UTC -7 during Daylight Saving Time),95110,Open to the public,02/1946,yes,OAKLAND CENTER,OAKLAND FLIGHT SERVICE STATION,CONTINUOUS,11000 x 150 ft. / 3353 x 46 m,hangars and tiedowns,11000 x 150 ft. / 3353 x 46 m,Publicly-owned,Runway 12L/30R
SJS,"37-45-03.6710N 082-38-12.0710W
37-45.061183N 082-38.201183W
37.7510197,-82.6366864
(estimated)",1221.3 ft. / 372.3 m (surveyed),05W (1990),"9 miles NE of PRESTONSBURG, KY",UTC -5 (UTC -4 during Daylight Saving Time),41214,Open to the public,04/1986,no,INDIANAPOLIS CENTER,LOUISVILLE FLIGHT SERVICE STATION,0800-DUSK,Publicly-owned,"asphalt, in excellent condition",  ,DEER AND BIRDS ON & INVOF ARPT.,Runway 3/21
SJT,"31-21-27.8940N 100-29-46.6950W
31-21.464900N 100-29.778250W
31.3577483,-100.4963042
(estimated)",1918.6 ft. / 584.8 m (surveyed),05E (2020),"7 miles SW of SAN ANGELO, TX",UTC -6 (UTC -5 during Daylight Saving Time),76904,Open to the public,09/1943,yes,FORT WORTH CENTER,SAN ANGELO FLIGHT SERVICE STATION,0600-2200,"100LL JET-A
100LL:FEE FOR FUEL AFT HRS CALL 325-656-1836/1837.",,8054 x 150 ft. / 2455 x 46 m,5940 x 150 ft. / 1811 x 46 m,Runway 18/36
SKX,"36-27-06.1000N 105-40-23.1000W
36-27.101667N 105-40.385000W
36.4516944,-105.6730833
(estimated)",7094.6 ft. / 2162.4 m (surveyed),09E (2010),"8 miles NW of TAOS, NM",UTC -7 (UTC -6 during Daylight Saving Time),87571,Open to the public,03/1967,no,ALBUQUERQUE CENTER,ALBUQUERQUE FLIGHT SERVICE STATION,0800-1800,8600 x 100 ft. / 2621 x 30 m,hangars and tiedowns,5504 x 75 ft. / 1678 x 23 m,Publicly-owned,Runway 13/31
SLC,"40-47-18.2160N 111-58-39.9840W
40-47.303600N 111-58.666400W
40.7883933,-111.9777733
(estimated)",4230.9 ft. / 1289.6 m (surveyed),11E (2020),"3 miles W of SALT LAKE CITY, UT",UTC -7 (UTC -6 during Daylight Saving Time),84116,Open to the public,11/1938,yes,SALT LAKE CITY CENTER,CEDAR CITY FLIGHT SERVICE STATION,CONTINUOUS,12002 x 150 ft. / 3658 x 46 m,hangars and tiedowns,12000 x 150 ft. / 3658 x 46 m,9596 x 150 ft. / 2925 x 46 m,Runway 16L/34R
SLE,"44-54-34.3000N 123-00-09.0000W
44-54.571667N 123-00.150000W
44.9095278,-123.0025000
(estimated)",213.4 ft. / 65.0 m (surveyed),17E (2005),"2 miles SE of SALEM, OR",UTC -8 (UTC -7 during Daylight Saving Time),97302,Open to the public,11/1937,yes,SEATTLE CENTER,MC MINNVILLE FLIGHT SERVICE STATION,0730-DUSK,100LL JET-A,,5811 x 150 ft. / 1771 x 46 m,5146 x 100 ft. / 1569 x 30 m,Runway 13/31
SLI,"33-47-24.1080N 118-03-05.1120W
33-47.401800N 118-03.085200W
33.7900300,-118.0514200
(estimated)",35.5 ft. / 10.8 m (surveyed),12E (2020),"1 mile SE of LOS ALAMITOS, CA",UTC -8 (UTC -7 during Daylight Saving Time),90720,Private use. Permission required prior to landing,04/1944,yes,LOS ANGELES CENTER,HAWTHORNE FLIGHT SERVICE STATION,"TUE-THU 1400-0600Z++, ALL FRI-MON 1400-2300Z++
CLSD ALL FED HOL. EXP CLOSURE OR REDUCED SVC PER NOTAM. RSTD: PPR CTC AFLD OPS, RCMD UNITS ASK FOR CURRENT CPBLTY WHEN REQG PPR DSN 972-2571, C562-795-2571; NG.CA.CAARNG.MBX.KSLIOPERATIONS@MAIL.MIL FOR PPR REQ FORM.",7999 x 200 ft. / 2438 x 61 m,USE 251.15 WHEN LOS ALAMITOS TWR CLSD.,5901 x 150 ft. / 1799 x 46 m,U.S. Army,Runway 4R/22L
SMF,"38-41-43.6000N 121-35-26.8000W
38-41.726667N 121-35.446667W
38.6954444,-121.5907778
(estimated)",26.9 ft. / 8.2 m (surveyed),13E (2020),"10 miles NW of SACRAMENTO, CA",UTC -8 (UTC -7 during Daylight Saving Time),95837,Open to the public,06/1962,yes,OAKLAND CENTER,RANCHO MURIETA FLIGHT SERVICE STATION,CONTINUOUS,8605 x 150 ft. / 2623 x 46 m,tiedowns,8598 x 150 ft. / 2621 x 46 m,Publicly-owned,Runway 17L/35R
SMN,"45-07-23.8000N 113-52-53.2000W
45-07.396667N 113-52.886667W
45.1232778,-113.8814444
(estimated)",4044.2 ft. / 1232.7 m (surveyed),13E (2020),"4 miles S of SALMON, ID",UTC -7 (UTC -6 during Daylight Saving Time),83467,Open to the public,04/1940,no,SALT LAKE CITY CENTER,BOISE FLIGHT SERVICE STATION,0800-1700,5510 x 75 ft. / 1679 x 23 m,tiedowns,Publicly-owned,  ,Runway 17/35
SMX,"34-53-59.8000N 120-27-29.1000W
34-53.996667N 120-27.485000W
34.8999444,-120.4580833
(estimated)",261.2 ft. / 79.6 m (surveyed),14E (1985),"3 miles S of SANTA MARIA, CA",UTC -8 (UTC -7 during Daylight Saving Time),93455,Open to the public,06/1947,yes,LOS ANGELES CENTER,HAWTHORNE FLIGHT SERVICE STATION,0600-2200,8004 x 150 ft. / 2440 x 46 m,tiedowns,5199 x 75 ft. / 1585 x 23 m,Publicly-owned,Runway 12/30
SNA,"33-40-32.3830N 117-52-05.6390W
33-40.539717N 117-52.093983W
33.6756619,-117.8682331
(estimated)",55.9 ft. / 17.0 m (surveyed),12E (2015),"4 miles S of SANTA ANA, CA",UTC -8 (UTC -7 during Daylight Saving Time),92707,Open to the public,11/1941,yes,LOS ANGELES CENTER,RIVERSIDE FLIGHT SERVICE STATION,CONTINUOUS,5700 x 150 ft. / 1737 x 46 m,tiedowns,2886 x 75 ft. / 880 x 23 m,Publicly-owned,Runway 2L/20R
SNP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SNS,"36-39-46.0314N 121-36-22.9191W
36-39.767190N 121-36.381985W
36.6627865,-121.6063664
(estimated)",84.3 ft. / 25.7 m (surveyed),13E (2020),"3 miles SE of SALINAS, CA",UTC -8 (UTC -7 during Daylight Saving Time),93905,Open to the public,06/1942,yes,OAKLAND CENTER,OAKLAND FLIGHT SERVICE STATION,CONTINUOUS,6004 x 150 ft. / 1830 x 46 m,hangars and tiedowns,"4825 x 150 ft. / 1471 x 46 m
200 FT ASPH STWY RY 31.",90 x 90 ft. / 27 x 27 m,Runway 8/26
SNY,"41-05-59.1390N 102-59-05.9750W
41-05.985650N 102-59.099583W
41.0997608,-102.9849931
(estimated)",4314.2 ft. / 1315.0 m (surveyed),11E (1980),"3 miles S of SIDNEY, NE",UTC -7 (UTC -6 during Daylight Saving Time),69162,Open to the public,01/1948,no,DENVER CENTER,COLUMBUS FLIGHT SERVICE STATION,"0700-1800
AFTER HRS CALL 308-254-5058.",100LL JET-A,,6600 x 100 ft. / 2012 x 30 m,4705 x 75 ft. / 1434 x 23 m,Runway 13/31
SOP,"35-14-14.7210N 079-23-20.5210W
35-14.245350N 079-23.342017W
35.2374225,-79.3890336
(estimated)",459.3 ft. / 140.0 m (surveyed),08W (2000),3 miles N of central business district of the associated city,UTC -5 (UTC -4 during Daylight Saving Time),28327,Open to the public,09/1937,no,WASHINGTON CENTER,RALEIGH FLIGHT SERVICE STATION,0800-2000,100LL JET-A+,,6503 x 150 ft. / 1982 x 46 m,Publicly-owned,Runway 5/23
SPB,"45-46-15.7000N 122-51-42.6000W
45-46.261667N 122-51.710000W
45.7710278,-122.8618333
(estimated)",58.1 ft. / 17.7 m (surveyed),17E (2010),"1 mile NE of SCAPPOOSE, OR",UTC -8 (UTC -7 during Daylight Saving Time),97056,Open to the public,11/1943,no,SEATTLE CENTER,MC MINNVILLE FLIGHT SERVICE STATION,0800-DUSK,100LL JET-A,,5100 x 100 ft. / 1554 x 30 m,Publicly-owned,Runway 15/33
SPF,"44-28-51.8000N 103-47-09.6000W
44-28.863333N 103-47.160000W
44.4810556,-103.7860000
(estimated)",3933.1 ft. / 1198.8 m (surveyed),11E (1990),"3 miles E of SPEARFISH, SD",UTC -7 (UTC -6 during Daylight Saving Time),57783,Open to the public,11/1937,no,DENVER CENTER,HURON FLIGHT SERVICE STATION,"0730-DUSK
FOR ATTENDANT AFT HRS CALL 605-642-2656/641-2787.",4003 x 100 ft. / 1220 x 30 m,"asphalt, in good condition",1995 x 120 ft. / 608 x 37 m,Publicly-owned,Runway 13/31
SPI,"39-50-40.6090N 089-40-39.1680W
39-50.676817N 089-40.652800W
39.8446136,-89.6775467
(estimated)",597.8 ft. / 182.2 m (surveyed),01W (2005),"3 miles NW of SPRINGFIELD, IL",UTC -6 (UTC -5 during Daylight Saving Time),62707,Open to the public,03/1947,yes,KANSAS CITY CENTER,SAINT LOUIS FLIGHT SERVICE STATION,0530-0000,100LL JET-A J8,,8001 x 150 ft. / 2439 x 46 m,7400 x 150 ft. / 2256 x 46 m,Runway 4/22
SPS,"33-59-19.6820N 098-29-30.8490W
33-59.328033N 098-29.514150W
33.9888006,-98.4919025
(estimated)",1019.1 ft. / 310.6 m (surveyed),05E (2010),"5 miles N of WICHITA FALLS, TX",UTC -6 (UTC -5 during Daylight Saving Time),76311,Open to the public,yes,FORT WORTH CENTER,"FORT WORTH FLIGHT SERVICE STATION
LC CALL TO FSS 855-5574.",SPS (NOTAM-D service available),"TPA: 800 FT AGL LGT ACFT, 800 FT AGL, 1300 FT AGL CONVENTIONAL & JET, RWY 15R/33L 1800 FT AGL OVERHEAD.",100LL JET-A,,13101 x 300 ft. / 3993 x 91 m,10003 x 150 ft. / 3049 x 46 m,Runway 15R/33L
SRQ,"27-23-43.6000N 082-33-15.8000W
27-23.726667N 082-33.263333W
27.3954444,-82.5543889
(estimated)",29.9 ft. / 9.1 m (surveyed),05W (2010),3 miles N of central business district of the associated city,UTC -5 (UTC -4 during Daylight Saving Time),34243,Open to the public,04/1942,yes,MIAMI CENTER,SAINT PETERSBURG FLIGHT SERVICE STATION,CONTINUOUS,9500 x 150 ft. / 2896 x 46 m,hangars and tiedowns,5006 x 150 ft. / 1526 x 46 m,Publicly-owned,Runway 14/32
SSF,"29-20-13.1330N 098-28-15.7600W
29-20.218883N 098-28.262667W
29.3369814,-98.4710444
(estimated)",577.6 ft. / 176.1 m (surveyed),08E (1980),"6 miles S of SAN ANTONIO, TX",UTC -6 (UTC -5 during Daylight Saving Time),78214,Open to the public,06/1938,yes,HOUSTON CENTER,SAN ANGELO FLIGHT SERVICE STATION,0700-2200,100LL JET-A,,5000 x 100 ft. / 1524 x 30 m,4128 x 100 ft. / 1258 x 30 m,Runway 9/27
STP,"44-56-04.6410N 093-03-37.2328W
44-56.077350N 093-03.620547W
44.9346225,-93.0603424
(estimated)",705.4 ft. / 215 m (estimated),00E (2020),"1 mile S of ST PAUL, MN",UTC -6 (UTC -5 during Daylight Saving Time),55107,Open to the public,04/1940,yes,MINNEAPOLIS CENTER,PRINCETON FLIGHT SERVICE STATION,CONTINUOUS,6491 x 150 ft. / 1978 x 46 m,hangars and tiedowns,4004 x 150 ft. / 1220 x 46 m,3642 x 100 ft. / 1110 x 30 m,Runway 14/32
STS,"38-30-34.9000N 122-48-46.4000W
38-30.581667N 122-48.773333W
38.5096944,-122.8128889
(estimated)",128.7 ft. / 39.2 m (surveyed),16E (1985),"6 miles NW of SANTA ROSA, CA",UTC -8 (UTC -7 during Daylight Saving Time),95403,Open to the public,yes,OAKLAND CENTER,OAKLAND FLIGHT SERVICE STATION,STS (NOTAM-D service available),"TPA FOR SMALL ACFT 1,000 FT AGL AND TPA FOR LARGE ACFT 1,500 FT AGL.",6000 x 150 ft. / 1829 x 46 m,tiedowns,5202 x 100 ft. / 1586 x 30 m,Publicly-owned,Runway 14/32
SUA,"27-10-54.1170N 080-13-16.6560W
27-10.901950N 080-13.277600W
27.1816992,-80.2212933
(estimated)",16.1 ft. / 4.9 m (surveyed),06W (2010),"1 mile SE of STUART, FL",UTC -5 (UTC -4 during Daylight Saving Time),34996,Open to the public,07/1943,yes,MIAMI CENTER,MIAMI FLIGHT SERVICE STATION,0800-2300,100LL JET-A,,5828 x 100 ft. / 1776 x 30 m,5000 x 100 ft. / 1524 x 30 m,Runway 12/30
SUE,"44-50-37.2000N 087-25-17.5000W
44-50.620000N 087-25.291667W
44.8436667,-87.4215278
(estimated)",724.2 ft. / 220.7 m (surveyed),03W (1995),"2 miles W of STURGEON BAY, WI",UTC -6 (UTC -5 during Daylight Saving Time),54235,Open to the public,03/1940,no,MINNEAPOLIS CENTER,GREEN BAY FLIGHT SERVICE STATION,"MON-SAT 0700-1700, ALL SUN 1000-1700
EXCEPT SUMMER HRS FR LABOR DAY - MEMORIAL DAY 0700-1800 FRI & SAT, 0900-1600 SUN..",4599 x 75 ft. / 1402 x 23 m,hangars and tiedowns,3199 x 75 ft. / 975 x 23 m,Publicly-owned,Runway 2/20
SUN,"43-30-13.6100N 114-17-44.0100W
43-30.226833N 114-17.733500W
43.5037806,-114.2955583
(estimated)",5319.5 ft. / 1621.4 m (surveyed),13E (2020),"1 mile SE of HAILEY, ID",UTC -7 (UTC -6 during Daylight Saving Time),83313,Open to the public,04/1940,yes,SALT LAKE CITY CENTER,BOISE FLIGHT SERVICE STATION,0700-2300,7550 x 100 ft. / 2301 x 30 m,hangars and tiedowns,Publicly-owned,  ,Runway 13/31
SVC,"32-38-11.5690N 108-09-22.9860W
32-38.192817N 108-09.383100W
32.6365469,-108.1563850
(estimated)",5445.6 ft. / 1659.8 m (surveyed),08E (2025),"10 miles SE of SILVER CITY, NM",UTC -7 (UTC -6 during Daylight Saving Time),88043,Open to the public,07/1942,no,ALBUQUERQUE CENTER,ALBUQUERQUE FLIGHT SERVICE STATION,0600-1700,6803 x 100 ft. / 2074 x 30 m,tiedowns,5473 x 75 ft. / 1668 x 23 m,4675 x 75 ft. / 1425 x 23 m,Runway 8/26
SVH,"35-45-54.0000N 080-57-14.0000W
35-45.900000N 080-57.233333W
35.7650000,-80.9538889
(estimated)",967.8 ft. / 295.0 m (surveyed),08W (2015),"3 miles SW of STATESVILLE, NC",UTC -5 (UTC -4 during Daylight Saving Time),28677,Open to the public,03/1940,no,ATLANTA CENTER,RALEIGH FLIGHT SERVICE STATION,"MON-FRI 0600-2100, ALL SAT-SUN 0800-2100
FOR AFTER HOURS SERVICE CALL (704) 437-6617 OR (704) 880-6897",100LL JET-A JET-A1+,,7003 x 100 ft. / 2135 x 30 m,Publicly-owned,Runway 10/28
SWI,"33-37-26.9000N 096-35-10.1000W
33-37.448333N 096-35.168333W
33.6241389,-96.5861389
(estimated)",746.1 ft. / 227.4 m (surveyed),03E (2015),"1 mile SE of SHERMAN, TX",UTC -6 (UTC -5 during Daylight Saving Time),75090,Open to the public,08/1937,no,FORT WORTH CENTER,FORT WORTH FLIGHT SERVICE STATION,0800-1700,"100LL
100LL:FUEL AVBL WITH MAJOR CREDIT CARD.",,4000 x 75 ft. / 1219 x 23 m,Publicly-owned,Runway 16/34
SXQ,"60-28-30.5000N 151-02-22.7000W
60-28.508333N 151-02.378333W
60.4751389,-151.0396389
(estimated)",113.4 ft. / 34.6 m (surveyed),15E (2020),"1 mile SE of SOLDOTNA, AK",UTC -9 (UTC -8 during Daylight Saving Time),99669,Open to the public,10/1962,no,ANCHORAGE CENTER,KENAI FLIGHT SERVICE STATION [907-283-7211],0700-1600,"100LL JET-A
A:FOR JETA CALL 907-262-5388 BTN 0700-1600 OR AFT HRS CALL 907-420-7153 BTN 1600-0400. CALL OUT FEE AFT 1600.
100LL:100LL FUEL AVBL 24 HRS WITH CREDIT CARD.",,5001 x 130 ft. / 1524 x 40 m,2300 x 60 ft. / 701 x 18 m,Runway 7/25
SZT,"48-17-58.3000N 116-33-36.5000W
48-17.971667N 116-33.608333W
48.2995278,-116.5601389
(estimated)",2131 ft. / 649.5 m (surveyed),14E (2020),"2 miles N of SANDPOINT, ID",UTC -8 (UTC -7 during Daylight Saving Time),83864,Open to the public,04/1940,no,SEATTLE CENTER,BOISE FLIGHT SERVICE STATION,"SUMMER 0700-1700, WINTER 0800-1700",100LL JET-A,,5501 x 75 ft. / 1677 x 23 m,Publicly-owned,Runway 2/20
T31,"33-12-30.4200N 096-44-30.9880W
33-12.507000N 096-44.516467W
33.2084500,-96.7419411
(estimated)",765 ft. / 233 m (estimated),06E (1985),"4 miles W of MC KINNEY, TX",UTC -6 (UTC -5 during Daylight Saving Time),75070,Open to the public,11/1976,no,FORT WORTH CENTER,FORT WORTH FLIGHT SERVICE STATION,UNATNDD,"100LL
100LL:FUEL 24 HRS SELF-SERVE.",,4352 x 60 ft. / 1326 x 18 m,Privately-owned,Runway 17/35
T82,"30-14-35.7000N 098-54-33.1000W
30-14.595000N 098-54.551667W
30.2432500,-98.9091944
(estimated)",1694.7 ft. / 516.5 m (surveyed),06E (2005),"3 miles SW of FREDERICKSBURG, TX",UTC -6 (UTC -5 during Daylight Saving Time),78624,Open to the public,03/1947,no,HOUSTON CENTER,SAN ANGELO FLIGHT SERVICE STATION,MON-FRI 0800-1700,5001 x 75 ft. / 1524 x 23 m,tiedowns,Publicly-owned,  ,Runway 14/32
