airport_numbers,location,elevation,variation,from_city,time_zone,zipcode,airport_use,activation_date,control_tower,artcc,fss,attendance,fueltype,parking,ownership1,ownership2,runway
OWD,"42-11-25.9000N 071-10-22.6000W
42-11.431667N 071-10.376667W
42.1905278,-71.1729444
(estimated)",49.2 ft. / 15.0 m (surveyed),15W (1980),"2 miles E of NORWOOD, MA",UTC -5 (UTC -4 during Daylight Saving Time),02062,Open to the public,03/1943,yes,BOSTON CENTER,BRIDGEPORT FLIGHT SERVICE STATION,MON - FRI 0800-1700,100LL JET-A,,4007 x 100 ft. / 1221 x 30 m,3995 x 75 ft. / 1218 x 23 m,Runway 17/35
OXR,"34-12-02.9050N 119-12-26.0150W
34-12.048417N 119-12.433583W
34.2008069,-119.2072264
(estimated)",44.8 ft. / 13.7 m (surveyed),15E (1980),"1 mile W of OXNARD, CA",UTC -8 (UTC -7 during Daylight Saving Time),93030,Open to the public,04/1942,yes,LOS ANGELES CENTER,HAWTHORNE FLIGHT SERVICE STATION,0500-0030,5953 x 100 ft. / 1814 x 30 m,tiedowns,Publicly-owned,  ,Runway 7/25
OZW,"42-37-45.9400N 083-58-55.8950W
42-37.765667N 083-58.931583W
42.6294278,-83.9821931
(estimated)",962 ft. / 293.2 m (surveyed),05W (1990),"3 miles NW of HOWELL, MI",UTC -5 (UTC -4 during Daylight Saving Time),48843,Open to the public,11/1950,no,CLEVELAND CENTER,LANSING FLIGHT SERVICE STATION,"MON-FRI 0700-1700, ALL SAT-SUN 0800-1200",100LL JET-A JET-A+,,5002 x 100 ft. / 1525 x 30 m,Publicly-owned,Runway 13/31
P13,"33-21-11.3000N 110-40-02.5000W
33-21.188333N 110-40.041667W
33.3531389,-110.6673611
(estimated)",3260.8 ft. / 993.9 m (surveyed),12E (2000),"7 miles SE of GLOBE, AZ",UTC -7 (year round; does not observe DST),85542,Open to the public,03/1941,no,ALBUQUERQUE CENTER,PRESCOTT FLIGHT SERVICE STATION,UNATNDD,Publicly-owned,"asphalt/porous friction courses, in fair condition",  ,TWO HILLS SOUTH.,Runway 9/27
P20,"34-08-59.4000N 114-16-04.2000W
34-08.990000N 114-16.070000W
34.1498333,-114.2678333
(estimated)",458.4 ft. / 140 m (estimated),14E (1980),"1 mile E of PARKER, AZ",UTC -7 (year round; does not observe DST),85344,Open to the public,04/1940,no,LOS ANGELES CENTER,PRESCOTT FLIGHT SERVICE STATION,"0800-1700
FUEL SVC FEE WHEN UNATDD.",6250 x 100 ft. / 1905 x 30 m,hangars and tiedowns,Publicly-owned,  ,Runway 1/19
P52,"34-43-48.2020N 112-02-06.4940W
34-43.803367N 112-02.108233W
34.7300561,-112.0351372
(estimated)",3560.3 ft. / 1085.2 m (surveyed),11E (2015),"1 mile SW of COTTONWOOD, AZ",UTC -7 (year round; does not observe DST),86326,Open to the public,02/1943,no,ALBUQUERQUE CENTER,PRESCOTT FLIGHT SERVICE STATION,0800-1700,"4250 x 75 ft. / 1295 x 23 m
300 FT PAVED STWY BOTH ENDS.",hangars and tiedowns,Publicly-owned,  ,Runway 14/32
PAE,"47-54-26.3450N 122-16-55.5380W
47-54.439083N 122-16.925633W
47.9073181,-122.2820939
(estimated)",606.9 ft. / 185.0 m (surveyed),16E (2020),"6 miles SW of EVERETT, WA",UTC -8 (UTC -7 during Daylight Saving Time),98275,Open to the public,11/1938,yes,SEATTLE CENTER,SEATTLE FLIGHT SERVICE STATION,"NOV-APR 0700-2100, MAY-OCT 0700-2100","100LL JET-A
100LL:100LL SELF SVC AVBL 24 HRS WITH CREDIT CARD AT CNTRL RAMP. HEL ARE PROHIBITED AT THE SELF SVC FUELING IS. FOR JET AND HEL FUEL AFT HRS CALL 425-355-6600.",,9010 x 150 ft. / 2746 x 46 m,3004 x 75 ft. / 916 x 23 m,Runway 16R/34L
PAH,"37-03-37.0380N 088-46-22.6530W
37-03.617300N 088-46.377550W
37.0602883,-88.7729592
(estimated)",410.9 ft. / 125.2 m (surveyed),01W (2005),"12 miles W of PADUCAH, KY",UTC -6 (UTC -5 during Daylight Saving Time),42086,Open to the public,01/1943,yes,MEMPHIS CENTER,LOUISVILLE FLIGHT SERVICE STATION,0500-1800,100LL JET-A,,6500 x 150 ft. / 1981 x 46 m,5499 x 150 ft. / 1676 x 46 m,Runway 5/23
PAN,"34-15-24.6110N 111-20-21.3210W
34-15.410183N 111-20.355350W
34.2568364,-111.3392558
(estimated)",5156.8 ft. / 1571.8 m (surveyed),12E (2005),"1 mile W of PAYSON, AZ",UTC -7 (year round; does not observe DST),85541,Open to the public,05/1964,no,ALBUQUERQUE CENTER,PRESCOTT FLIGHT SERVICE STATION,"MON-FRI 0700-1600, ALL SAT-SUN 0700-1200",50 x 50 ft. / 15 x 15 m,"asphalt, in good condition",Publicly-owned,  ,Runway 6/24
PAQ,"61-35-41.7000N 149-05-19.4000W
61-35.695000N 149-05.323333W
61.5949167,-149.0887222
(estimated)",248.6 ft. / 75.8 m (surveyed),16E (2020),"1 mile SE of PALMER, AK",UTC -9 (UTC -8 during Daylight Saving Time),99645,Open to the public,12/1949,no,ANCHORAGE CENTER,PALMER FLIGHT SERVICE STATION (on field) [907-745-2495],PAQ (NOTAM-D service available),6006 x 100 ft. / 1831 x 30 m,MAJOR,3616 x 75 ft. / 1102 x 23 m,50 x 50 ft. / 15 x 15 m,Runway 16/34
PBV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDK,"33-52-33.6070N 084-18-07.3100W
33-52.560117N 084-18.121833W
33.8760019,-84.3020306
(estimated)",998.4 ft. / 304.3 m (surveyed),05W (2015),"8 miles NE of ATLANTA, GA",UTC -5 (UTC -4 during Daylight Saving Time),30341,Open to the public,yes,ATLANTA CENTER,MACON FLIGHT SERVICE STATION,PDK (NOTAM-D service available),lighted,"100 JET-A JET-A+
100:GSA CONTRACT FUEL AVAILABLE.",,6001 x 100 ft. / 1829 x 30 m,3968 x 150 ft. / 1209 x 46 m,Runway 3R/21L
PDT,"45-41-42.3430N 118-50-36.1270W
45-41.705717N 118-50.602117W
45.6950953,-118.8433686
(estimated)",1494.2 ft. / 455.4 m (surveyed),16E (2005),"3 miles NW of PENDLETON, OR",UTC -8 (UTC -7 during Daylight Saving Time),97801,Open to the public,10/1937,yes,SEATTLE CENTER,MC MINNVILLE FLIGHT SERVICE STATION,"0600-2000
SVCS AVBL FM FBO BTN 2000-0600 BY FONE CALL 541-276-3313/PENDLETON AVN OR 541-310-9542/WILDHORSE HEL. SELF FUELING CARDLOCKS AVBL 24 HRS.",6301 x 150 ft. / 1921 x 46 m,hangars and tiedowns,4809 x 100 ft. / 1466 x 30 m,Publicly-owned,Runway 8/26
PDX,"45-35-19.3519N 122-35-48.7299W
45-35.322532N 122-35.812165W
45.5887089,-122.5968694
(estimated)",30.8 ft. / 9.4 m (surveyed),16E (2010),"4 miles NE of PORTLAND, OR",UTC -8 (UTC -7 during Daylight Saving Time),97218,Open to the public,03/1940,yes,SEATTLE CENTER,MC MINNVILLE FLIGHT SERVICE STATION,CONTINUOUS,100LL JET-A,,11000 x 150 ft. / 3353 x 46 m,9825 x 150 ft. / 2995 x 46 m,Runway 10R/28L
PEO,"42-38-13.5000N 077-03-10.3000W
42-38.225000N 077-03.171667W
42.6370833,-77.0528611
(estimated)",988 ft. / 301.1 m (surveyed),12W (1995),"1 mile S of PENN YAN, NY",UTC -5 (UTC -4 during Daylight Saving Time),14527,Open to the public,10/1941,no,NEW YORK CENTER,BUFFALO FLIGHT SERVICE STATION,"MON-FRI 0800-1700, ALL SAT 0900-1500, ALL SUN 0900-1500",100LL JET-A,,5499 x 100 ft. / 1676 x 30 m,3561 x 50 ft. / 1085 x 15 m,Runway 1/19
PGA,"36-55-33.8500N 111-26-54.0620W
36-55.564167N 111-26.901033W
36.9260694,-111.4483506
(estimated)",4316.6 ft. / 1315.7 m (surveyed),14E (1980),"1 mile E of PAGE, AZ",UTC -7 (year round; does not observe DST),86040,Open to the public,09/1957,no,DENVER CENTER,PRESCOTT FLIGHT SERVICE STATION,DAYLIGHT HOURS,5950 x 150 ft. / 1814 x 46 m,tiedowns,2201 x 75 ft. / 671 x 23 m,Publicly-owned,Runway 15/33
PGUM,"13-29-02.2224N 144-47-49.6576E
13-29.037040N 144-47.827627E
13.4839507,144.7971271
(estimated)",304.5 ft. / 92.8 m (surveyed),02E (2000),"3 miles NE of GUAM, GU",UTC +10 (year round; does not observe DST),96913,Open to the public,06/1953,yes,GUAM CENTER,HONOLULU FLIGHT SERVICE STATION,CONTINUOUS,100LL JET-A1,,12017 x 150 ft. / 3663 x 46 m,10014 x 150 ft. / 3052 x 46 m,Runway 6L/24R
PHL,"39-52-19.5020N 075-14-26.3870W
39-52.325033N 075-14.439783W
39.8720839,-75.2406631
(estimated)",35.9 ft. / 10.9 m (surveyed),12W (2020),"5 miles SW of PHILADELPHIA, PA",UTC -5 (UTC -4 during Daylight Saving Time),19113,Open to the public,10/1940,yes,NEW YORK CENTER,WILLIAMSPORT FLIGHT SERVICE STATION,CONTINUOUS,100LL JET-A,,12000 x 200 ft. / 3658 x 61 m,9500 x 150 ft. / 2896 x 46 m,Runway 9R/27L
PHT,"36-20-09.4000N 088-23-04.0000W
36-20.156667N 088-23.066667W
36.3359444,-88.3844444
(estimated)",580.2 ft. / 176.8 m (surveyed),00E (1995),"3 miles NW of PARIS, TN",UTC -6 (UTC -5 during Daylight Saving Time),38242,Open to the public,10/1946,no,MEMPHIS CENTER,JACKSON FLIGHT SERVICE STATION,"MON-SAT 0800-1630
ARPT UNATNDD THANKSGIVING; CHRISTMAS; NEW YEARS & FEDERAL HOLIDAYS.",Publicly-owned,"asphalt, in good condition",  ,ULTRALIGHTS ARE NOT TO CROSS RWY 02/20.,Runway 2/20
PHX,"33-26-03.4000N 112-00-41.7000W
33-26.056667N 112-00.695000W
33.4342778,-112.0115833
(estimated)",1134.8 ft. / 345.9 m (surveyed),12E (2000),"3 miles E of PHOENIX, AZ",UTC -7 (year round; does not observe DST),85034,Open to the public,04/1940,yes,ALBUQUERQUE CENTER,PRESCOTT FLIGHT SERVICE STATION,CONTINUOUS,11489 x 150 ft. / 3502 x 46 m,hangars and tiedowns,10300 x 150 ft. / 3139 x 46 m,7800 x 150 ft. / 2377 x 46 m,Runway 8/26
PIA,"40-39-51.1000N 089-41-35.7000W
40-39.851667N 089-41.595000W
40.6641944,-89.6932500
(estimated)",660.7 ft. / 201.4 m (surveyed),02W (2015),"4 miles W of PEORIA, IL",UTC -6 (UTC -5 during Daylight Saving Time),61607,Open to the public,04/1940,yes,KANSAS CITY CENTER,KANKAKEE FLIGHT SERVICE STATION,CONTINUOUS,100LL JET-A JET-A++,,10104 x 150 ft. / 3080 x 46 m,8004 x 150 ft. / 2440 x 46 m,Runway 13/31
PIH,"42-54-35.2530N 112-35-45.3080W
42-54.587550N 112-35.755133W
42.9097925,-112.5959189
(estimated)",4451.9 ft. / 1356.9 m (surveyed),14E (2005),"7 miles NW of POCATELLO, ID",UTC -7 (UTC -6 during Daylight Saving Time),83204,Open to the public,02/1944,yes,SALT LAKE CITY CENTER,BOISE FLIGHT SERVICE STATION,"0600-2200
FOR SERVICE OTHER TIMES CALL 1-800-350-0737",9059 x 150 ft. / 2761 x 46 m,hangars and tiedowns,7150 x 100 ft. / 2179 x 30 m,Publicly-owned,Runway 3/21
PIR,"44-22-57.7000N 100-17-09.5000W
44-22.961667N 100-17.158333W
44.3826944,-100.2859722
(estimated)",1744.3 ft. / 531.7 m (surveyed),08E (2000),"3 miles E of PIERRE, SD",UTC -6 (UTC -5 during Daylight Saving Time),57501,Open to the public,12/1937,no,MINNEAPOLIS CENTER,HURON FLIGHT SERVICE STATION,"MON-FRI 0500-2400, ALL SAT-SUN 0500-2200
FOR ATTENDANT OTHER TIMES CALL 605-224-9000/8621.",6900 x 100 ft. / 2103 x 30 m,hangars and tiedowns,6880 x 150 ft. / 2097 x 46 m,Publicly-owned,Runway 13/31
PKMJ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PLN,"45-34-15.3000N 084-47-48.2000W
45-34.255000N 084-47.803333W
45.5709167,-84.7967222
(estimated)",720.6 ft. / 219.6 m (surveyed),06W (1985),"1 mile NW of PELLSTON, MI",UTC -5 (UTC -4 during Daylight Saving Time),49769,Open to the public,03/1941,no,MINNEAPOLIS CENTER,LANSING FLIGHT SERVICE STATION,0600-2300,6513 x 150 ft. / 1985 x 46 m,tiedowns,5401 x 150 ft. / 1646 x 46 m,Publicly-owned,Runway 14/32
PMD,"34-37-45.8000N 118-05-04.3900W
34-37.763333N 118-05.073167W
34.6293889,-118.0845528
(estimated)",2542.5 ft. / 775.0 m (surveyed),12E (2020),"3 miles NE of PALMDALE, CA",UTC -8 (UTC -7 during Daylight Saving Time),93550,"Open to the public, OFFICAL BUSINESS ONLY. MILITARY ARPT. CIVIL USE REQUIRES USAF APPROVAL AND DD FORM 2400/01/02.",yes,LOS ANGELES CENTER,RIVERSIDE FLIGHT SERVICE STATION,PMD (NOTAM-D service available),"TPA OHD 1957 FT. RECTANGULAR 1457 FT. EXP RIGHT TFC RWY 04, 25.","12002 x 200 ft. / 3658 x 61 m
1000 FT ASPH OVRN EACH END; OVRN POOR COND EMERG USE ONLY.",nan,12001 x 150 ft. / 3658 x 46 m,6000 x 75 ft. / 1829 x 23 m,Runway 7/25
PNC,"36-43-55.0370N 097-05-59.2160W
36-43.917283N 097-05.986933W
36.7319547,-97.0997822
(estimated)",1008.6 ft. / 307.4 m (surveyed),05E (2005),"2 miles NW of PONCA CITY, OK",UTC -6 (UTC -5 during Daylight Saving Time),74601,Open to the public,11/1938,no,KANSAS CITY CENTER,MC ALESTER FLIGHT SERVICE STATION,0700-1900,"100LL JET-A
100LL:100LL AVBL 24 HR.; JET A & SVC AVBL 0700-DUSK; OTR TIMES - 580-767-0429.",,"7201 x 100 ft. / 2195 x 30 m
NORTH 2400 FT NSTD PLASTIC GROOVING ENTIRE WIDTH; 25 FT EACH EDGE REMAINING 4801 FT.",Publicly-owned,Runway 17/35
PNE,"40-04-54.9800N 075-00-38.0790W
40-04.916333N 075-00.634650W
40.0819389,-75.0105775
(estimated)",119.8 ft. / 36.5 m (surveyed),12W (2005),"10 miles NE of PHILADELPHIA, PA",UTC -5 (UTC -4 during Daylight Saving Time),19114,Open to the public,07/1938,yes,NEW YORK CENTER,WILLIAMSPORT FLIGHT SERVICE STATION,"SAT-SUN 0600-2230, ALL MON-FRI 0500-0030",100LL JET-A,,7000 x 100 ft. / 2134 x 30 m,5000 x 150 ft. / 1524 x 46 m,Runway 6/24
POU,"41-37-35.7060N 073-53-03.0790W
41-37.595100N 073-53.051317W
41.6265850,-73.8841886
(estimated)",163.5 ft. / 49.8 m (surveyed),12W (1975),"4 miles S of POUGHKEEPSIE, NY",UTC -5 (UTC -4 during Daylight Saving Time),12590,Open to the public,04/1941,yes,NEW YORK CENTER,NEW YORK FLIGHT SERVICE STATION,0700-2130,100LL JET-A,,5001 x 100 ft. / 1524 x 30 m,2743 x 100 ft. / 836 x 30 m,Runway 6/24
PRB,"35-40-22.4000N 120-37-37.5000W
35-40.373333N 120-37.625000W
35.6728889,-120.6270833
(estimated)",838.7 ft. / 255.6 m (surveyed),15E (1980),"4 miles NE of PASO ROBLES, CA",UTC -8 (UTC -7 during Daylight Saving Time),93446,Open to the public,10/1943,no,OAKLAND CENTER,HAWTHORNE FLIGHT SERVICE STATION,"0700-1800
FEE FOR CALL OUT SVC OTR HRS. 805-596-0212 (FBO).",100LL JET-A,,6008 x 150 ft. / 1831 x 46 m,4701 x 100 ft. / 1433 x 30 m,Runway 1/19
PRC,"34-39-17.4000N 112-25-09.2000W
34-39.290000N 112-25.153333W
34.6548333,-112.4192222
(estimated)",5045.2 ft. / 1538 m (estimated),13E (1995),"7 miles N of PRESCOTT, AZ",UTC -7 (year round; does not observe DST),86301,Open to the public,04/1940,yes,ALBUQUERQUE CENTER,PRESCOTT FLIGHT SERVICE STATION,0600-2200,7619 x 150 ft. / 2322 x 46 m,tiedowns,4846 x 60 ft. / 1477 x 18 m,4408 x 75 ft. / 1344 x 23 m,Runway 3R/21L
PSC,"46-15-52.8540N 119-07-08.4860W
46-15.880900N 119-07.141433W
46.2646817,-119.1190239
(estimated)",410.4 ft. / 125.1 m (surveyed),15E (2015),"2 miles NW of PASCO, WA",UTC -8 (UTC -7 during Daylight Saving Time),99301,Open to the public,11/1937,yes,SEATTLE CENTER,SEATTLE FLIGHT SERVICE STATION,0800-2000,7707 x 150 ft. / 2349 x 46 m,hangars and tiedowns,7704 x 150 ft. / 2348 x 46 m,4423 x 75 ft. / 1348 x 23 m,Runway 3L/21R
PSG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PSP,"33-49-46.8000N 116-30-24.1000W
33-49.780000N 116-30.401667W
33.8296667,-116.5066944
(estimated)",476.4 ft. / 145.2 m (surveyed),13E (1990),"2 miles E of PALM SPRINGS, CA",UTC -8 (UTC -7 during Daylight Saving Time),92262,Open to the public,07/1942,yes,LOS ANGELES CENTER,RIVERSIDE FLIGHT SERVICE STATION,CONTINUOUS,10000 x 150 ft. / 3048 x 46 m,hangars and tiedowns,4952 x 75 ft. / 1509 x 23 m,Publicly-owned,Runway 13R/31L
PTV,"36-01-46.5000N 119-03-45.8000W
36-01.775000N 119-03.763333W
36.0295833,-119.0627222
(estimated)",443.2 ft. / 135.1 m (surveyed),15E (1980),"3 miles SW of PORTERVILLE, CA",UTC -8 (UTC -7 during Daylight Saving Time),93257,Open to the public,09/1942,no,LOS ANGELES CENTER,RANCHO MURIETA FLIGHT SERVICE STATION,"MAY-OCT 0700-1900, NOV-APR 0800-1700
ARPT ATTENDANT 559-782-7540.","100LL JET-A
100LL:SELF SERVICE FUEL AVBL 24 HRS WITH CREDIT CARD.",,5960 x 150 ft. / 1817 x 46 m,Publicly-owned,Runway 12/30
PUB,"38-17-23.8110N 104-29-52.9010W
38-17.396850N 104-29.881683W
38.2899475,-104.4980281
(estimated)",4729.3 ft. / 1441.5 m (surveyed),08E (2015),"5 miles E of PUEBLO, CO",UTC -7 (UTC -6 during Daylight Saving Time),81001,Open to the public,02/1944,yes,DENVER CENTER,DENVER FLIGHT SERVICE STATION,0500-2200,"100LL JET-A
100LL:FOR FUEL AFTER HRS CALL (719) 948-3316 OR USE 100LL SELF-SVC.",,10498 x 150 ft. / 3200 x 46 m,8310 x 150 ft. / 2533 x 46 m,Runway 8R/26L
PUC,"39-36-50.0000N 110-45-05.8000W
39-36.833333N 110-45.096667W
39.6138889,-110.7516111
(estimated)",5957.6 ft. / 1815.9 m (surveyed),11E (2015),"3 miles E of PRICE, UT",UTC -7 (UTC -6 during Daylight Saving Time),84501,Open to the public,09/1941,no,SALT LAKE CITY CENTER,CEDAR CITY FLIGHT SERVICE STATION,"APRIL-OCT MON-SUN 0800-1800, NOV-MAR MON-SAT 0800-1700",8316 x 100 ft. / 2535 x 30 m,hangars and tiedowns,4513 x 75 ft. / 1376 x 23 m,3151 x 75 ft. / 960 x 23 m,Runway 1/19
PUW,"46-44-30.0890N 117-06-41.8290W
46-44.501483N 117-06.697150W
46.7416914,-117.1116192
(estimated)",2566.6 ft. / 782.3 m (surveyed),15E (2015),3 miles NE of central business district of the associated city,UTC -8 (UTC -7 during Daylight Saving Time),99163,Open to the public,02/1938,no,SEATTLE CENTER,SEATTLE FLIGHT SERVICE STATION,0800-1800,7100 x 150 ft. / 2164 x 46 m,tiedowns,Publicly-owned,  ,Runway 5/23
