Site Id,Loc Id,ICAO Id,State Id,Sequence,Schedule
23179.01*H,6TN2,,TN,1,ALL/ALL/ALL
23179.4*A,TN01,,TN,1,UNATNDD
23179.5*A,54M,,TN,1,ALL/ALL/0800-1700
23179.*A,RVN,KRVN,TN,1,ALL/ALL/0800-1700
23180.01*H,5TN6,,TN,1,UNATNDD
23180.02*H,5TN7,,TN,1,UNATNDD
23180.*A,SNH,KSNH,TN,1,ALL/MON-SAT/0800-1800
23180.*A,SNH,KSNH,TN,2,ALL/SUN/1000-1800
23183.6*A,SZY,KSZY,TN,4,ALL/SAT/0900-1600
23183.6*A,SZY,KSZY,TN,3,ALL/MON-FRI/0800-1700
23183.6*A,SZY,KSZY,TN,2,ALL/SUN/1000-1500
23183.91*A,TN20,,TN,1,IREG
23183.93*H,6TN3,,TN,1,IREG
23183.94*H,03TN,,TN,1,UNATNDD
23183.9*A,GKT,KGKT,TN,2,MAR-OCT/ALL/0800-1900
23183.9*A,GKT,KGKT,TN,1,NOV-FEB/ALL/0800-1800
23184.08*A,1TN8,,TN,1,UNATNDD
23184.17*A,TN10,,TN,1,UNATNDD
23184.31*H,TN15,,TN,1,UNATNDD
23184.33*A,8TN2,,TN,1,IREG
23184.3*A,SYI,KSYI,TN,1,ALL/MON - SAT/0700 - 1900
23184.3*A,SYI,KSYI,TN,2,ALL/SUN/0800 - 1700
23184.*A,UOS,KUOS,TN,1,ALL/MON-SAT/0800-1800
23187.21*H,35TN,,TN,1,ALL/ALL/ALL
23187.2*A,0A3,,TN,4,ALL/MON - FRI/0800-1700
23189.*A,MQY,KMQY,TN,1,ALL/ALL/ALL
23200.*A,TN11,,TN,1,IREG
23215.01*A,FYE,KFYE,TN,4,MAY-SEPT/SUN/1300-1600
23215.01*A,FYE,KFYE,TN,5,OCT-APR/SUN/UNATNDD
23215.01*A,FYE,KFYE,TN,2,ALL/MON-SAT/0800-1700
23216.69*H,TN88,,TN,1,UNATNDD
23216.7*A,SRB,KSRB,TN,2,ALL/SUN/1000-1900
23216.7*A,SRB,KSRB,TN,1,ALL/MON-SAT/0700-1900
23217.*A,TN85,,TN,1,UNATNDD
23218.12*A,3TN9,,TN,1,UNATNDD
23218.13*A,8TN5,,TN,1,UNATNDD
23218.14*A,9TN4,,TN,1,UNATNDD
23218.15*H,TN00,,TN,1,ON CALL
23218.1*A,M91,,TN,3,NOV-MAR/MON-SAT/0800-1600
23218.1*A,M91,,TN,2,APR-OCT/MON-SAT/0800-1700
23219.*A,0TN0,,TN,1,UNATNDD
23220.01*A,TN64,,TN,1,UNATNDD
23220.02*H,37TN,,TN,1,ALL/ALL/ALL
23220.04*H,49TN,,TN,1,ALL/ALL/ALL
23220.*A,TN17,,TN,1,UNATNDD
23221.*A,3A2,,TN,3,ALL/ALL/0800-1600
23222.*A,85TN,,TN,1,UNATNDD
23224.1*A,0M2,,TN,1,UNATNDD
23229.*A,TN37,,TN,1,UNATNDD
23230.*A,TGC,KTGC,TN,1,ALL/MON-SAT/0800-1630
23233.02*A,TN39,,TN,1,UNATNDD
23233.04*A,AYX,KAYX,TN,5,CLSD WKEND & HOL
23233.04*A,AYX,KAYX,TN,4,ALL/MON-FRI/0700-1500
23233.1*C,0TN1,,TN,1,UNATNDD
23233.2*A,6TN4,,TN,1,UNATNDD
23233.*A,THA,KTHA,TN,1,ALL/ALL/0800-1800
23235.4*H,2TN9,,TN,1,UNATNDD
23235.*A,UCY,KUCY,TN,5,NOV-MAR/SUN/1230-1700
23235.*A,UCY,KUCY,TN,4,NOV-MAR/MON-SAT/0730-1700
23235.*A,UCY,KUCY,TN,2,APR-OCT/MON-SAT/0700-1800
23235.*A,UCY,KUCY,TN,3,APR-OCT/SUN/1230-1700
23237.01*H,13TN,,TN,1,ALL/ALL/DALGT
23240.13*H,TN72,,TN,1,UNATNDD
23240.1*A,0M5,,TN,1,ALL/M-F/0800-1700
23240.6*H,TN24,,TN,1,UNATNDD
23243.1*H,TN42,,TN,1,UNATNDD
23243.*A,TN89,,TN,1,ALL/ALL/DALGT
23250.01*A,TN52,,TN,2,ALL/SAT-SUN/DAWN-DUSK
23250.01*A,TN52,,TN,1,ALL/MON-FRI/1600-DUSK
23250.02*H,32TN,,TN,1,UNATNDD
23250.*A,BGF,KBGF,TN,1,ALL/ALL/0800-1800
23255.*H,TN38,,TN,1,UNATNDD
23280.*A,TX03,,TX,1,ALL/IREG/DALGT
23283.*A,F83,,TX,1,UNATNDD
23284.11*A,35TX,,TX,1,UNATNDD
23284.15*H,TA38,,TX,1,UNATNDD
23284.16*A,TX00,,TX,1,UNATNDD
23284.1*H,4TX1,,TX,1,UNATNDD
23284.2*A,82TS,,TX,1,ALL/MON-SAT/0800-1700
23284.4*A,TX02,,TX,1,ALL/ALL/ALL
23287.*A,ABI,KABI,TX,1,ALL/ALL/ALL
23288.*A,75TA,,TX,1,UNATNDD
23292.01*A,67T,,TX,1,ALL/MON-FRI/0800-1630
23295.2*A,43TX,,TX,1,ALL/ALL/DALGT
23299.*A,T23,,TX,1,IREG
23302.7*H,76TS,,TX,1,UNATNDD
23302.*A,TX15,,TX,1,UNATNDD
23305.52*H,0XS4,,TX,1,UNATNDD
23305.54*H,XA53,,TX,1,UNATNDD
23305.*A,ALI,KALI,TX,2,ALL/ALL/0800-1700
23306.22*A,1E2,,TX,1,UNATTENDED
23306.23*A,4TE4,,TX,1,UNATNDD
23307.01*H,17TS,,TX,1,UNATNDD
23307.*A,E38,,TX,2,ALL/SAT-SUN/0800-1600
23307.*A,E38,,TX,1,ALL/MON-FRI/0800-1700
23310.01*A,TX66,,TX,1,ALL/ALL/ALL
23311.*A,9TA8,,TX,1,UNATNDD
23312.01*A,6XS2,,TX,1,ALL/ALL/ALL
23312.03*A,TA01,,TX,1,UNATNDD
23312.04*A,TX78,,TX,1,ALL/ALL/ALL
23312.*A,9TS6,,TX,1,UNATNDD
23313.11*H,1TA3,,TX,1,UNATNDD
23313.12*A,TE09,,TX,1,UNATNDD
23313.1*H,TA74,,TX,1,UNATNDD
23313.*A,3TS3,,TX,1,UNATNDD
23314.01*A,23XA,,TX,1,UNATNDD
23314.*A,6R5,,TX,1,UNATNDD
23317.02*A,TT21,,TX,1,UNATNDD
23317.*A,TE76,,TX,1,UNATNDD
23324.11*H,6TX5,,TX,1,ALL/ALL/ALL
23324.12*A,H81,,TX,1,UNATNDD
23324.1*A,1E4,,TX,1,UNATNDD
23324.3*A,1E7,,TX,1,ALL/ALL/IREG
23324.5*A,XS39,,TX,1,ALL/ALL/ALL
23324.*A,TDW,KTDW,TX,1,ALL/ALL/0700-2200
23325.*A,2TX0,,TX,1,UNATNDD
23326.*A,7TX8,,TX,1,ALL/ALL/ALL
23328.*A,AMA,KAMA,TX,1,ALL/ALL/ALL
23332.*A,T00,,TX,1,ALL/MON-FRI/0800-1700
23335.7*A,TA49,,TX,1,UNATNDD
23336.*A,E11,,TX,1,ALL/MON-FRI/0800-1700
23337.21*A,46TX,,TX,1,UNATNDD
23337.22*A,LBX,KLBX,TX,2,ALL/SAT-SUN/0800-1830
23337.22*A,LBX,KLBX,TX,1,ALL/MON-FRI/0630-1830
23337.23*H,3TS4,,TX,1,ALL/ALL/ALL
23337.24*A,TE77,,TX,1,UNATNDD
23337.2*A,7R9,,TX,1,UNATNDD
23337.31*A,81D,,TX,1,UNATNDD
23337.32*A,53XA,,TX,1,UNATNDD
23337.9*A,88XA,,TX,1,UNATNDD
23338.*A,TX19,,TX,1,UNATNDD
23341.2*A,TX20,,TX,1,UNATNDD
23343.01*A,XA71,,TX,1,ALL/ALL/ALL
23345.01*H,TE00,,TX,1,UNATNDD
23347.1*A,T39,,TX,1,UNATNDD
23347.*A,TX21,,TX,1,UNATNDD
23348.01*H,TA48,,TX,1,ALL/ALL/ALL
23348.03*H,94TE,,TX,1,UNATNDD
23348.*A,TX22,,TX,1,UNATNDD
23352.01*H,TE80,,TX,1,UNATNDD
23352.05*H,XS54,,TX,1,UNATNDD
23352.06*H,01TA,,TX,1,UNATNDD
23352.07*H,1TX1,,TX,1,IREG
23352.1*A,GKY,KGKY,TX,1,ALL/ALL/ALL
23352.22*H,65TA,,TX,2,ALL/ALL/ALL
23352.*H,TX08,,TX,1,UNATNDD
23354.7*A,47TX,,TX,1,UNATNDD
23355.5*A,TX24,,TX,1,UNATNDD
23359.3*A,6TE8,,TX,1,ALL/ALL/0600-1800
23359.4*A,T60,,TX,1,UNATNDD
23363.01*H,01XS,,TX,1,ALL/ALL/ALL
23363.02*A,5TA8,,TX,1,UNATNDD
23363.03*H,XA87,,TX,1,UNATNDD
23363.1*A,F44,,TX,1,ALL/ALL/0800-DUSK
23363.2*A,2XS3,,TX,1,UNATNDD
23363.3*A,TX25,,TX,1,UNATNDD
23363.*H,TX17,,TX,1,UNATNDD
23366.*A,ATA,KATA,TX,1,IREG
23368.02*A,06XS,,TX,1,UNATNDD
23368.03*H,30XA,,TX,1,ALL/ALL/ALL
23368.04*A,5XA9,,TX,1,UNATNDD
23368.*A,XS60,,TX,1,UNATNDD
23369.03*H,18TS,,TX,1,ALL/ALL/ALL
23369.04*H,32TS,,TX,1,ALL/ALL/ALL
23369.07*H,XS65,,TX,1,UNATNDD
23369.08*H,1XS5,,TX,1,ALL/ALL/ALL
23369.09*H,XS41,,TX,1,ALL/ALL/ALL
23369.12*A,TX05,,TX,1,UNATNDD
23369.13*H,TE94,,TX,1,ALL/MON-FRI/0800-1700
23369.14*H,7TX2,,TX,1,UNATNDD
23369.15*H,XA24,,TX,1,UNATNDD
23369.17*H,58TA,,TX,1,UNATNDD
23369.19*H,TX01,,TX,1,UNATNDD
23369.21*H,4TS9,,TX,1,ALL/MON-FRI/0800-1700
23369.22*H,TS23,,TX,1,UNATNDD
23369.23*H,3XA6,,TX,1,UNATNDD
23369.24*H,22TX,,TX,1,UNTANDD
23369.39*A,HYI,KHYI,TX,1,ALL/ALL/SR-SS
23369.3*H,04TA,,TX,1,UNATNDD
23369.5*H,TX26,,TX,1,UNATNDD
23369.*A,AUS,KAUS,TX,1,ALL/ALL/ALL
23373.04*H,5TA7,,TX,1,UNATTND
23373.21*A,51TT,,TX,1,UNATNDD
23373.22*H,34XA,,TX,1,UNATNDD
23373.23*H,TX77,,TX,1,UNATNDD
23373.2*A,EDC,KEDC,TX,1,ALL/ALL/ALL
23380.41*A,61TA,,TX,1,UNATNDD
23380.4*A,6TE9,,TX,1,UNATNDD
23382.03*A,73TE,,TX,1,UNATNDD
23382.19*H,64TA,,TX,1,ALL/ALL/ALL
23388.*A,E30,,TX,2,UNATNDD
23389.*A,3XS8,,TX,1,UNATTND
23398.01*H,3TA3,,TX,1,UNATNDD
23398.11*A,TE21,,TX,1,UNATNDD
23398.13*A,TE90,,TX,1,UNATNDD
23398.1*A,20TS,,TX,1,UNATNDD
23404.28*A,TA52,,TX,1,IREG
23404.54*A,65XA,,TX,1,UNATNDD
23404.8*H,TX06,,TX,1,UNATNDD
23404.*A,TX29,,TX,1,IREG
23405.01*H,TT13,,TX,1,UNATNDD
23405.*A,68XA,,TX,1,UNATNDD
23406.12*A,XA88,,TX,1,UNATNDD
23409.05*H,XS74,,TX,1,UNATNDD
23409.3*H,3XA2,,TX,1,ALL/ALL/ALL
23409.41*H,TS12,,TX,1,UNATNDD
23409.4*A,BYY,KBYY,TX,1,ALL/MON-FRI/0800-1700
23412.11*H,21TS,,TX,1,ALL/ALL/ALL
23412.13*A,54T,,TX,1,ALL/MON-FRI/0800-1800
23412.15*H,TA98,,TX,1,ALL/ALL/ALL
23412.16*H,TX73,,TX,1,UNATTND
23412.18*A,25TA,,TX,1,UNATNDD
23412.19*H,26TA,,TX,1,UNATNDD
23412.1*A,HPY,KHPY,TX,2,ALL/ALL/0800-1700
23412.2*H,44TT,,TX,1,UNATNDD
23413.*A,TS94,,TX,1,UNATNDD
23415.01*H,TS09,,TX,1,ALL/ALL/ALL
23415.02*A,55TX,,TX,1,UNATNDD
23415.05*H,TS10,,TX,1,UNATNDD
23415.*A,BMT,KBMT,TX,2,ALL/ALL/0700-1900
23416.*A,BPT,KBPT,TX,1,ALL/ALL/ALL
23417.71*H,TX30,,TX,1,ALL/ALL/ALL
23417.7*H,TS28,,TX,1,UNATNDD
23418.25*A,TX2,,TX,1,ALL/MON-FRI/0800-1700
23418.2*A,BEA,KBEA,TX,1,UNATNDD
23418.49*A,TE58,,TX,1,UNATNDD
23420.01*H,TS77,,TX,1,ALL/MON-FRI/0800-1700
23420.51*A,8XS2,,TX,1,UNATNDD
23420.5*A,XA09,,TX,1,UNATNDD
23421.012*A,61TX,,TX,1,UNATNDD
23421.01*A,60TX,,TX,1,UNATNDD
23421.02*A,99TE,,TX,1,UNATNDD
23421.03*A,2XS4,,TX,1,UNATNDD
23421.04*A,20TA,,TX,1,UNATNDD
23421.06*A,65TE,,TX,1,UNATNDD
23421.07*A,TT98,,TX,1,UNATNDD
23429.*A,TA37,,TX,1,UNATNDD
23430.005*H,00XS,,TX,1,UNATNDD
23431.01*A,NGT,KNGT,TX,1,ALL/MON-FRI/1400-0400Z++
23431.38*A,3TX1,,TX,1,UNATNDD
23431.43*A,12TX,,TX,1,UNATNDD
23431.45*A,XA12,,TX,1,UNATNDD
23431.9*A,78TA,,TX,1,UNATNDD
23432.*A,E41,,TX,1,UNATNDD
23437.01*A,91XA,,TX,1,ALL/ALL/ALL
23437.*A,18TE,,TX,1,UNATNDD
23439.21*H,TE61,,TX,1,UNATNDD
23439.2*A,TX31,,TX,1,UNATNDD
23439.*A,BPG,KBPG,TX,1,ALL/MON-FRI/0800-1700
23442.*A,07R,,TX,1,UNATNDD
23443.01*A,TE72,,TX,1,UNATNDD
23444.01*A,26XS,,TX,1,UNATNDD
23444.02*A,3TA5,,TX,1,UNATNDD
23444.03*A,50TX,,TX,1,UNATNDD
23444.04*A,TA53,,TX,1,UNATNDD
23444.58*A,TT65,,TX,1,UNATNDD
23444.*A,TX41,,TX,1,UNATNDD
23445.16*A,4TE1,,TX,1,UNATNDD
23445.2*A,69TX,,TX,1,UNATNDD
23448.6*A,87TX,,TX,1,UNATNDD
23448.*A,05TX,,TX,1,UNATNDD
23451.14*A,71TX,,TX,1,ALL/ALL/ALL
23451.3*A,6TE4,,TX,1,ALL/ALL/0800-1700
23452.*A,T38,,TX,1,UNATNDD
23454.*A,F00,,TX,2,UNATNDD
23458.06*A,TS79,,TX,1,UNATNDD
23458.11*A,TS78,,TX,1,UNATNDD
23461.*A,BGD,KBGD,TX,1,ALL/ALL/0800-1800
23465.*A,7TS9,,TX,1,UNATTND
23469.21*A,1XA1,,TX,1,UNATNDD
23469.22*A,67XA,,TX,1,UNATNDD
23469.2*A,0F2,,TX,1,ALL/MON-FRI/0730-1630
23469.77*A,TA87,,TX,1,UNATNDD
23469.78*A,6TS2,,TX,1,UNATNDD
23469.7*A,TX35,,TX,1,UNATNDD
23471.11*A,3TA6,,TX,1,UNATNDD
23471.12*A,2TX3,,TX,1,ALL/ALL/ALL
23471.14*A,1XS8,,TX,1,UNATNDD
23471.2*A,TA31,,TX,1,IREG
23472.1*A,74TX,,TX,1,UNATNDD
23472.2*A,75TX,,TX,1,UNATNDD
23474.11*A,TE25,,TX,1,UNATNDD
23474.18*A,1TA8,,TX,1,UNATTND
23474.1*A,5XS8,,TX,1,UNATNDD
23477.01*A,94TX,,TX,1,UNATNDD
23477.02*A,XS78,,TX,1,UNATNDD
23477.*A,BBD,KBBD,TX,1,ALL/M-F/0800-1700
23477.*A,BBD,KBBD,TX,3,ALL/SAT-SUN/0900-1300
23480.*A,2TE0,,TX,1,UNATNDD
23481.02*A,TE40,,TX,1,UNATNDD
23481.*A,BKD,KBKD,TX,1,ALL/MON-FRI/0800-1700
23485.01*A,TA17,,TX,1,UNATNDD
23485.02*A,9XS9,,TX,1,UNATNDD
23485.03*A,TX04,,TX,1,UNATNDD
23485.05*A,49TE,,TX,1,UNATNDD
23485.12*H,1TT1,,TX,1,UNATNDD
23485.1*A,11R,,TX,1,ALL/MON - FRI/0800-1700
23485.*A,XS68,,TX,1,UNATNDD
23486.02*A,TX37,,TX,1,IREG
23486.04*A,3TA7,,TX,1,UNATNDD
23486.1*A,XBP,KXBP,TX,1,ALL/MON-FRI/0700-1600
23486.51*G,TX23,,TX,1,ALL/SAT-SUN/0800-2000
23486.52*A,15TA,,TX,1,UNATNDD
23486.53*A,99XA,,TX,1,UNATNDD
23488.9*A,TA51,,TX,1,ALL/ALL/0800-1700
23489.511*A,27XS,,TX,1,ALL/ALL/ALL
23489.5*A,1XA4,,TX,1,IREG
23495.1*H,TX63,,TX,1,ALL
23495.*A,BFE,KBFE,TX,1,UNATNDD
23497.*A,TX40,,TX,1,UNATNDD
23499.01*A,80TX,,TX,1,IREG
23499.*A,BRO,KBRO,TX,1,ALL/ALL/ALL
23500.*H,2XS0,,TX,1,UNATNDD
23502.01*A,3TA4,,TX,1,UNATNDD
23502.02*A,10XS,,TX,1,UNATNDD
23502.*A,BWD,KBWD,TX,1,ALL/MON-FRI/0700-2000
23502.*A,BWD,KBWD,TX,2,ALL/SAT-SUN/0700-1700
23503.6*A,XA93,,TX,1,UNATNDD
23504.*A,8TS0,,TX,1,UNATNDD
23506.21*H,82TX,,TX,1,UNATNDD
23506.3*A,83TX,,TX,1,ALL/MON-FRI/0800-1700
23506.*A,CFD,KCFD,TX,1,ALL/MON-FRI/0700-1800
23506.*A,CFD,KCFD,TX,2,ALL/SAT-SUN/0900-1700
23511.11*A,TT46,,TX,1,UNATNDD
23511.1*A,13TE,,TX,1,IREG
23512.5*A,84TX,,TX,1,UNATNDD
23512.65*A,06TA,,TX,1,UNATNDD
23512.66*A,XA32,,TX,1,UNATNDD
23513.8*A,93XA,,TX,1,UNATNDD
23513.*A,85TX,,TX,1,UNATNDD
23514.6*A,0XS9,,TX,1,ALL/ALL/DAWN-DUSK
23515.11*H,TE59,,TX,1,UNATNDD
23515.1*A,86TX,,TX,1,UNATNDD
23517.9*A,4XA5,,TX,1,IREG
23518.1*A,3TX9,,TX,1,ALL/ALL/ALL
23518.38*H,8TA7,,TX,1,ALL/ALL/ALL
23518.*A,8TS1,,TX,1,ALL/ALL/0800-2000
23522.22*H,XA94,,TX,1,UNATNDD
23522.2*A,BMQ,KBMQ,TX,1,ALL/ALL/0800-1800
23522.38*A,2TA0,,TX,1,UNATNDD
23522.39*H,38TA,,TX,1,UNATNDD
23524.01*A,28TT,,TX,1,UNATNDD
23524.*A,08TS,,TX,1,UNATNDD
23525.11*A,XA33,,TX,1,UNATNDD
23525.1*A,18TX,,TX,1,UNATNDD
23525.*A,7F3,,TX,3,ALL/MON-SAT/0900-1800
23535.01*H,33TS,,TX,1,IREG
23535.02*A,7TA5,,TX,1,UNATNDD
23535.15*A,49TA,,TX,1,ALL/ALL/ALL
23535.*A,RWV,KRWV,TX,1,UNATNDD
23536.*H,TS51,,TX,1,ALL/MON-FRI/0745-1645
23538.4*A,91TX,,TX,1,UNATNDD
23538.*A,90TX,,TX,1,UNATNDD
23540.*A,T35,,TX,1,UNATNDD
23543.01*A,38TT,,TX,1,UNATNDD
23543.51*A,0XA5,,TX,1,UNATNDD
23543.5*A,TE26,,TX,1,UNATNDD
23543.*A,TS11,,TX,1,UNATNDD
23544.01*A,TE78,,TX,1,UNATNDD
23545.02*A,TE04,,TX,1,UNATNDD
23545.03*A,XA96,,TX,1,UNATNDD
23545.09*H,5XA2,,TX,1,ALL/ALL/ALL
23545.1*A,14TT,,TX,1,UNATNDD
23545.*A,HHF,KHHF,TX,2,ALL/MON-FRI/0800-1700
23546.*A,XA95,,TX,1,UNATNDD
23548.51*A,TA86,,TX,1,UNATNDD
23548.52*A,TX43,,TX,1,UNATNDD
23548.53*A,1TA7,,TX,1,ALL/MON-FRI/0800-1700
23548.54*A,91TA,,TX,1,UNATNDD
23548.55*H,XA97,,TX,1,UNATNDD
23548.56*A,80XA,,TX,1,UNATNDD
23548.5*A,7F5,,TX,1,UNATNDD
23550.8*A,34TS,,TX,1,UNATNDD
23554.9*A,27TX,,TX,1,UNATNDD
23559.11*A,1TS6,,TX,1,UNATNDD
23559.12*A,TA84,,TX,1,UNATNDD
23559.13*A,2XS2,,TX,1,ALL/ALL/DALGT
23559.14*A,XA89,,TX,1,UNATNDD
23559.2*A,97TX,,TX,1,UNATNDD
23559.*A,95TX,,TX,1,UNATNDD
23560.*A,CZT,KCZT,TX,1,ALL/ALL/0800 - 1700
23561.01*H,80TE,,TX,1,UNATNDD
23561.02*H,4XS4,,TX,1,UNATNDD
23561.*H,TE79,,TX,1,UNATNDD
23564.13*A,2TA9,,TX,1,UNATTND
23565.11*H,0TX3,,TX,1,ALL/ALL/ALL
23565.1*A,4F2,,TX,1,ALL/MON-FRI/0800-1700
23574.11*A,TE13,,TX,1,UNATNDD
23574.12*A,XS86,,TX,1,ALL/SAT-SUN/0900-1700
23574.1*A,CVB,KCVB,TX,1,IREG
23575.11*A,TE27,,TX,1,UNATNDD
23575.1*A,1TE1,,TX,1,UNATNDD
23575.2*A,0XS0,,TX,1,UNATNDD
23575.31*A,TS80,,TX,1,UNATNDD
23575.3*A,9TS3,,TX,1,UNATNDD
23575.481*A,40XS,,TX,1,UNATNDD
23575.482*H,XS19,,TX,1,UNATNDD
23575.61*A,79TS,,TX,1,UNATNDD
23575.64*A,T80,,TX,1,UNATNDD
23575.*A,99TX,,TX,1,UNATNDD
23577.*A,9S1,,TX,1,ALL/ALL/DAWN-DUSK
23579.3*A,TX45,,TX,1,UNATNDD
23579.91*A,24TA,,TX,1,UNATNDD
23579.92*A,70TA,,TX,1,UNATNDD
23579.9*A,TE01,,TX,1,UNATNDD
23579.*A,F17,,TX,1,ALL/MON-FRI/0800-1500
23583.6*H,TA14,,TX,1,ALL/ALL/ALL
23585.*A,TX70,,TX,1,UNATNDD
23586.05*A,02TS,,TX,1,ALL/ALL/0700-1800
23587.*A,1XA8,,TX,1,ALL/ALL/DAWN-DUSK
23591.01*A,69XA,,TX,1,UNATNDD
23591.*A,XA07,,TX,1,UNATNDD
23593.01*H,TA91,,TX,1,UNATNDD
23593.*A,CDS,KCDS,TX,1,ALL/ALL/0900-1700
23595.22*A,4TA2,,TX,1,UNATTND
23595.31*A,3T8,,TX,1,UNATNDD
23595.3*A,04TX,,TX,1,UNATNDD
23595.5*A,20XS,,TX,1,UNATNDD
23602.01*A,48XA,,TX,1,UNATNDD
23602.4*A,GZN,KGZN,TX,1,ALL/MON-FRI/0800-1700
23602.*A,3F2,,TX,1,UNATTENDED
23606.*A,62XS,,TX,1,ALL/ALL/ALL
23607.1*A,E34,,TX,1,UNATNDD
23608.3*A,LBR,KLBR,TX,1,IREG
23617.01*A,TX46,,TX,1,ALL/ALL/DALGT
23617.19*H,4TA9,,TX,1,ALL/ALL/ALL
23617.*A,CPT,KCPT,TX,3,ALL/MON-FRI/0800-1700
23617.*A,CPT,KCPT,TX,4,ALL/SAT-SUN/0800-1600
23619.1*A,0TS5,,TX,1,UNATNDD
23619.21*A,42TT,,TX,1,UNATNDD
23619.2*A,06TE,,TX,1,UNATNDD
23619.*A,6R3,,TX,2,ALL/SAT/0800-1200
23619.*A,6R3,,TX,1,ALL/M-F/0800-1600
23625.13*A,TX48,,TX,1,UNATNDD
23625.1*A,7F7,,TX,1,ALL/MON-FRI/0800-1630
23625.755*H,01TT,,TX,1,UNATNDD
23625.7*A,TA62,,TX,1,UNATTND
23625.81*A,4XA3,,TX,1,IREG
23627.905*A,75XA,,TX,1,UNATNDD
23630.18*A,88XS,,TX,1,UNATNDD
23630.2*H,TT07,,TX,1,UNATNDD
23630.*A,COM,KCOM,TX,1,ALL/MON-FRI/0800-1700
23635.01*H,0TE8,,TX,1,RACE TIME ONLY
23635.02*H,0TE9,,TX,1,RACE TIME ONLY
23635.03*H,XS73,,TX,1,UNATNDD
23635.04*H,XS92,,TX,1,UNATNDD
23635.*A,CLL,KCLL,TX,1,ALL/ALL/0600-2200
23636.94*A,2XA4,,TX,1,UNATNDD
23636.9*A,T32,,TX,1,ALL/ALL/ALL
23637.21*A,1TS8,,TX,1,UNATNDD
23637.3*A,T88,,TX,1,IREG
23638.11*H,TA15,,TX,1,UNATNDD
23638.12*A,66R,,TX,2,UNATNDD
23638.*A,TS27,,TX,1,UNATNDD
23640.05*A,66TX,,TX,1,UNATNDD
23640.11*A,MKN,KMKN,TX,2,UNATNDD
23640.15*A,17TE,,TX,1,ALL/ALL/ALL
23640.16*A,XS80,,TX,1,UNATNDD
23640.*H,3XS9,,TX,1,UNATNDD
23646.01*H,60TS,,TX,1,UNATNDD
23646.1*A,2F7,,TX,1,UNATNDD
23650.23*A,TX07,,TX,1,UNATNDD
23650.2*A,0TE0,,TX,1,UNATNDD
23652.02*A,34XS,,TX,1,IREG
23652.05*H,55TA,,TX,1,UNATNDD
23652.06*H,3TS6,,TX,1,ALL/ALL/0700-2000
23652.07*H,TE41,,TX,1,UNATNDD
23652.08*A,16XS,,TX,1,UNATNDD
23652.09*A,TT75,,TX,1,UNATNDD
23652.5*A,55T,,TX,1,ALL/ALL/ALL
23653.*A,3TS9,,TX,1,UNATNDD
23657.11*H,TS97,,TX,1,UNATNDD
23657.12*H,TX10,,TX,1,ALL/ALL/DAWN-DUSK
23657.2*A,CRP,KCRP,TX,2,ALL/ALL/ALL
23657.3*A,69TA,,TX,1,UNATNDD
23657.4*H,3TX0,,TX,1,UNATNDD
23657.5*H,TE42,,TX,1,UNATNDD
23658.23*H,0TE1,,TX,1,UNATNDD
23658.24*H,1XA3,,TX,1,UNATNDD
23658.25*H,5TS0,,TX,1,UNATNDD
23658.*A,NGW,KNGW,TX,2,ALL/FRI/1400-0100Z
23658.*A,NGW,KNGW,TX,1,ALL/MON-THU/1400-0500Z
23660.*A,NGP,KNGP,TX,1,ALL/MON-THU/1300-0500Z++
23660.*A,NGP,KNGP,TX,3,ALL/FRI/1300-0100Z++
23662.01*H,71TT,,TX,1,UNATNDD
23662.4*A,TA43,,TX,1,UNATNDD
23662.*A,NWL,KNWL,TX,1,ALL/MON-FRI/1330Z++-SS
23663.2*A,TX51,,TX,1,UNATNDD
23663.3*A,6TX6,,TX,1,UNATNDD
23663.4*A,4XS1,,TX,1,UNATNDD
23663.5*A,90TE,,TX,1,UNATNDD
23664.01*A,TA05,,TX,1,UNATNDD
23664.03*C,TS70,,TX,1,UNATNDD
23664.*A,CRS,KCRS,TX,1,ALL/MON-FRI/0830-1630
23664.*A,CRS,KCRS,TX,2,ALL/SAT/0830-1530
23667.01*A,79TA,,TX,1,UNATNDD
23667.02*A,5TS1,,TX,1,UNATNDD
23667.04*A,46TA,,TX,1,ALL/ALL/ALL
23667.05*A,TA58,,TX,1,ALL/ALL/ALL
23667.06*A,45XS,,TX,1,UNATNDD
23667.07*A,XA08,,TX,1,UNATNDD
23667.08*A,2XA1,,TX,1,UNATNDD
23667.09*A,TX79,,TX,1,UNATNDD
23667.12*A,5TS2,,TX,1,UNATNDD
23667.13*A,TE96,,TX,1,ALL/MON-FRI/0800-1700
23667.19*A,7TE8,,TX,1,UNATNDD
23667.*A,COT,KCOT,TX,1,ALL/ALL/0800-1800
23668.1*A,8TE2,,TX,1,UNATNDD
23671.*A,E13,,TX,1,UNATNDD
23672.03*H,4XS8,,TX,1,UNATNDD
23672.2*A,TX52,,TX,1,UNATNDD
23672.81*A,3XA8,,TX,1,ALL/ALL/ALL
23672.8*A,TE52,,TX,1,UNATNDD
23672.*A,TX97,,TX,1,UNATNDD
23673.12*A,1TA4,,TX,1,ALL/ALL/DALGT
23673.1*A,DKR,KDKR,TX,1,UNATNDD
23673.*A,80TS,,TX,1,UNATNDD
23674.84*A,1XS1,,TX,1,ALL/ALL/DALGT
